userid,motid,fit,prod,enjoy
Eh0bAv5mZ5X2mnkc14IGcqOA2cq2,33,0,90,80
Eh0bAv5mZ5X2mnkc14IGcqOA2cq2,1,100,10,100
Eh0bAv5mZ5X2mnkc14IGcqOA2cq2,9,10,10,30
EsMeK2dBeIXa15O5NIgXYju6wYB3,15,0,80,30
EsMeK2dBeIXa15O5NIgXYju6wYB3,33,0,30,40
EsMeK2dBeIXa15O5NIgXYju6wYB3,16,100,100,100
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,12,0,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,11,0,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,15,0,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,10,0,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,33,0,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,28,0,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,7,100,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,1,100,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,16,100,0,50
Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,9,50,0,50
FOkYa1coQnfR4EZkiw6aDlxXi4I2,9,0,50,50
FOkYa1coQnfR4EZkiw6aDlxXi4I2,22,0,50,50
FOkYa1coQnfR4EZkiw6aDlxXi4I2,1,50,50,50
FOkYa1coQnfR4EZkiw6aDlxXi4I2,7,50,50,50
FSjw2O9dibTpLiP5qXqgriL30uI3,15,0,50,71
FSjw2O9dibTpLiP5qXqgriL30uI3,7,50,100,100
FSjw2O9dibTpLiP5qXqgriL30uI3,33,0,50,82
FSjw2O9dibTpLiP5qXqgriL30uI3,17,50,100,100
FSjw2O9dibTpLiP5qXqgriL30uI3,9,0,50,50
FSjw2O9dibTpLiP5qXqgriL30uI3,1,50,100,100
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
FTdyD7eZpDUTeNipobTxUAP1rVs2,0,0,0,0
GDOu9IZHM5h2gRPADRHW0i7hNDq1,33,0,75,75
GDOu9IZHM5h2gRPADRHW0i7hNDq1,1,50,25,90
GDOu9IZHM5h2gRPADRHW0i7hNDq1,35,50,0,80
GDOu9IZHM5h2gRPADRHW0i7hNDq1,22,0,5,20
GDOu9IZHM5h2gRPADRHW0i7hNDq1,7,50,25,90
GVem1XZhXDdR6NHmfb8JJM0cLIy2,1,50,0,65
GVem1XZhXDdR6NHmfb8JJM0cLIy2,17,50,0,65
GVem1XZhXDdR6NHmfb8JJM0cLIy2,33,0,90,80
GVem1XZhXDdR6NHmfb8JJM0cLIy2,9,0,0,95
GVem1XZhXDdR6NHmfb8JJM0cLIy2,7,50,0,65
GdhmdMPBQ6YF9MSJo6pzcfiX4yZ2,11,70,0,70
GdhmdMPBQ6YF9MSJo6pzcfiX4yZ2,16,100,0,80
GdhmdMPBQ6YF9MSJo6pzcfiX4yZ2,9,0,0,70
GdhmdMPBQ6YF9MSJo6pzcfiX4yZ2,22,0,40,90
GdhmdMPBQ6YF9MSJo6pzcfiX4yZ2,25,0,0,70
GgpMvNmo2aPUBA3y9faCnOOBz163,33,0,51,0
GgpMvNmo2aPUBA3y9faCnOOBz163,9,0,37,94
GgpMvNmo2aPUBA3y9faCnOOBz163,7,50,85,66
Gw41dwa7GhTU4GMPvdp0BOa7PRg1,7,50,81,98
Gw41dwa7GhTU4GMPvdp0BOa7PRg1,17,50,83,91
Gw41dwa7GhTU4GMPvdp0BOa7PRg1,33,0,83,84
Gw41dwa7GhTU4GMPvdp0BOa7PRg1,1,50,87,82
Gw41dwa7GhTU4GMPvdp0BOa7PRg1,9,0,77,50
Gxx4MoDbw2fhHNtjyocaXGboSL13,12,0,0,80
Gxx4MoDbw2fhHNtjyocaXGboSL13,11,0,0,80
Gxx4MoDbw2fhHNtjyocaXGboSL13,33,0,20,80
Gxx4MoDbw2fhHNtjyocaXGboSL13,7,100,0,100
Gxx4MoDbw2fhHNtjyocaXGboSL13,8,100,0,100
Gxx4MoDbw2fhHNtjyocaXGboSL13,1,100,0,100
Gxx4MoDbw2fhHNtjyocaXGboSL13,22,0,0,80
Gxx4MoDbw2fhHNtjyocaXGboSL13,25,0,0,80
Gxx4MoDbw2fhHNtjyocaXGboSL13,36,0,0,80
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,12,0,0,30
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,11,0,0,30
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,15,0,0,30
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,27,0,50,30
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,10,0,40,60
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,33,0,50,60
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,7,50,0,50
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,1,50,0,50
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,9,0,0,50
HFUVnC4wnPMMLW3Rs5v1uIxzicm2,22,0,10,50
HZE9Mk186XVVKJrioBvXvOSQbMo2,1,50,2,100
HZE9Mk186XVVKJrioBvXvOSQbMo2,25,0,0,7
HZE9Mk186XVVKJrioBvXvOSQbMo2,33,0,87,67
HZE9Mk186XVVKJrioBvXvOSQbMo2,11,0,72,27
HZE9Mk186XVVKJrioBvXvOSQbMo2,12,0,75,100
HZE9Mk186XVVKJrioBvXvOSQbMo2,18,0,0,87
HZE9Mk186XVVKJrioBvXvOSQbMo2,15,0,11,11
HZE9Mk186XVVKJrioBvXvOSQbMo2,7,50,43,100
HijApqZFCqWsMgc0XTKGVmcgmmn1,33,-1,-1,-1
HsHhPgNsiXZKz5tcSHvB8SAcvzG2,7,50,50,50
HsHhPgNsiXZKz5tcSHvB8SAcvzG2,16,50,50,50
IGpJc0Az17bxe4MT6pHDx6lQ3LD2,33,50,90,50
IGpJc0Az17bxe4MT6pHDx6lQ3LD2,1,80,20,80
IJ962pkNiFWCRjjJsR83CgRzpyV2,16,50,50,75
IJ962pkNiFWCRjjJsR83CgRzpyV2,9,0,50,50
ILluZcPuwrYRVuLHpzHhsmrMFOi2,12,20,20,40
ILluZcPuwrYRVuLHpzHhsmrMFOi2,15,20,30,40
ILluZcPuwrYRVuLHpzHhsmrMFOi2,1,80,0,70
ILluZcPuwrYRVuLHpzHhsmrMFOi2,16,80,0,80
ILluZcPuwrYRVuLHpzHhsmrMFOi2,22,50,30,50
INUAfDePvQQnmTKzX73SBE3wmjU2,16,80,0,80
ITtSvx3K3AdOmEqbmnWMqH3yIpE3,33,0,50,70
ITtSvx3K3AdOmEqbmnWMqH3yIpE3,7,30,0,50
ITtSvx3K3AdOmEqbmnWMqH3yIpE3,8,70,0,70
ITtSvx3K3AdOmEqbmnWMqH3yIpE3,1,60,0,60
ITtSvx3K3AdOmEqbmnWMqH3yIpE3,35,60,40,50
ITtSvx3K3AdOmEqbmnWMqH3yIpE3,25,0,40,50
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IU39kpm0VkYHiGrQ1pA1jm6hJnv1,0,0,0,0
IXdLMT90IZehWbh5RcFTX78kasU2,8,100,0,100
IXdLMT90IZehWbh5RcFTX78kasU2,1,100,0,100
IXdLMT90IZehWbh5RcFTX78kasU2,16,100,0,100
IYFqKamhclckUqabBsHOiCNPbcd2,12,30,0,20
IYFqKamhclckUqabBsHOiCNPbcd2,15,0,0,30
IYFqKamhclckUqabBsHOiCNPbcd2,1,100,0,100
IYFqKamhclckUqabBsHOiCNPbcd2,9,0,0,30
IYFqKamhclckUqabBsHOiCNPbcd2,22,0,0,0
Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,11,0,70,20
Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,33,0,30,20
Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,7,100,50,70
Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,1,100,50,70
Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,9,0,0,60
Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,22,0,0,60
JnrSfvUXxqT1ndCQMiEQn35YHeE3,7,100,0,100
JnrSfvUXxqT1ndCQMiEQn35YHeE3,1,100,0,100
JnrSfvUXxqT1ndCQMiEQn35YHeE3,16,100,0,100
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,15,10,10,50
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,33,0,20,50
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,7,50,0,70
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,8,100,0,70
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,1,100,0,90
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,16,100,0,90
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,22,10,0,20
JqqEQ2p9rrfvpGpctdV9sa4CKBU2,20,10,0,10
JzontyJGX4SDSdJZHggacJtbLCX2,7,80,50,80
JzontyJGX4SDSdJZHggacJtbLCX2,8,100,50,100
JzontyJGX4SDSdJZHggacJtbLCX2,1,100,50,100
JzontyJGX4SDSdJZHggacJtbLCX2,16,60,50,80
JzontyJGX4SDSdJZHggacJtbLCX2,35,80,50,90
JzontyJGX4SDSdJZHggacJtbLCX2,9,0,50,30
JzontyJGX4SDSdJZHggacJtbLCX2,22,0,50,30
KYYGUhPC3tPwY3z8rXbCMDJcY0u2,7,50,0,100
KYYGUhPC3tPwY3z8rXbCMDJcY0u2,25,0,0,100
KYYGUhPC3tPwY3z8rXbCMDJcY0u2,1,50,0,100
KYYGUhPC3tPwY3z8rXbCMDJcY0u2,33,0,70,34
KYYGUhPC3tPwY3z8rXbCMDJcY0u2,10,0,70,35
KYYGUhPC3tPwY3z8rXbCMDJcY0u2,22,0,0,100
KaueEdIqgXSb8z33Yx5SC2iySpp1,16,50,50,98
KaueEdIqgXSb8z33Yx5SC2iySpp1,9,0,50,32
KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,12,0,0,50
KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,10,0,0,100
KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,33,0,0,100
KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,7,50,10,100
KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,1,50,10,100
KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,9,10,0,50
KwPJgy5O7LMzikMFJkec0VuxqYu1,1,100,90,100
KwPJgy5O7LMzikMFJkec0VuxqYu1,9,0,30,50
L9aML0oZB6bFXZzYt5GOq2gGxzL2,33,0,20,80
L9aML0oZB6bFXZzYt5GOq2gGxzL2,7,70,0,50
L9aML0oZB6bFXZzYt5GOq2gGxzL2,16,100,0,90
L9aML0oZB6bFXZzYt5GOq2gGxzL2,9,0,0,10
LAR2vA1gNUg1985AOVuAKWBbeI63,25,0,15,40
LAR2vA1gNUg1985AOVuAKWBbeI63,15,0,80,80
LAR2vA1gNUg1985AOVuAKWBbeI63,10,0,80,80
LAR2vA1gNUg1985AOVuAKWBbeI63,18,0,0,85
LAR2vA1gNUg1985AOVuAKWBbeI63,17,50,0,85
LAR2vA1gNUg1985AOVuAKWBbeI63,7,50,30,80
LJdybFv4xlYxx5n1vgej2rglbCd2,33,10,70,80
LJdybFv4xlYxx5n1vgej2rglbCd2,1,90,0,60
LPMFWHIr5BPGb5qBA0enGZEkGdB2,33,10,0,50
LPMFWHIr5BPGb5qBA0enGZEkGdB2,7,50,0,50
LPMFWHIr5BPGb5qBA0enGZEkGdB2,8,70,0,60
LPMFWHIr5BPGb5qBA0enGZEkGdB2,1,70,0,60
LPMFWHIr5BPGb5qBA0enGZEkGdB2,9,10,0,50
LPMFWHIr5BPGb5qBA0enGZEkGdB2,22,0,10,70
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,12,50,50,50
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,11,50,50,50
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,15,50,0,30
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,10,50,50,50
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,28,50,50,80
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,14,50,50,70
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,7,90,50,80
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,1,90,0,70
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,17,90,0,60
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,18,50,0,50
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,23,50,50,80
LpOv0E0Dk6UeoDFAEmpSUt0ddex1,25,50,0,60
M4w01VRhkCdQ9aIunaiQ3NVs2OX2,7,100,50,80
M4w01VRhkCdQ9aIunaiQ3NVs2OX2,1,100,100,100
M4w01VRhkCdQ9aIunaiQ3NVs2OX2,9,10,20,40
M75whgBpHgMNl6PwjcVy3heOFTF2,1,100,0,100
M75whgBpHgMNl6PwjcVy3heOFTF2,9,0,0,50
Mde1WS4CUiNESDSFltzECarA1vQ2,33,0,60,80
Mde1WS4CUiNESDSFltzECarA1vQ2,7,100,0,100
Mde1WS4CUiNESDSFltzECarA1vQ2,1,100,0,100
N2JTGmAJqWUzKwxdFuUpozjCxrn2,1,70,20,50
N2JTGmAJqWUzKwxdFuUpozjCxrn2,25,0,0,20
N7D1IW5EZcUAqKdNQ78zBKDlZzD3,7,50,0,50
N7D1IW5EZcUAqKdNQ78zBKDlZzD3,1,90,0,90
N7D1IW5EZcUAqKdNQ78zBKDlZzD3,16,80,0,70
N7D1IW5EZcUAqKdNQ78zBKDlZzD3,9,0,0,20
NDCd1Ia7A8dYkFBIXxbuPTDPW1B3,1,80,50,60
NDCd1Ia7A8dYkFBIXxbuPTDPW1B3,16,70,50,80
NDCd1Ia7A8dYkFBIXxbuPTDPW1B3,9,30,30,30
NDl2E7a5WDUOjimuhLfZCialEIC2,12,0,0,0
NDl2E7a5WDUOjimuhLfZCialEIC2,33,0,80,80
NDl2E7a5WDUOjimuhLfZCialEIC2,7,50,0,40
NDl2E7a5WDUOjimuhLfZCialEIC2,1,100,90,90
NLzPvyZ7ZqXxmxE524RdzyjjTUk1,33,0,0,70
NLzPvyZ7ZqXxmxE524RdzyjjTUk1,8,100,0,100
NLzPvyZ7ZqXxmxE524RdzyjjTUk1,1,100,0,100
NLzPvyZ7ZqXxmxE524RdzyjjTUk1,9,0,0,10
NRoBcILvbBfm5XSflG4oFzRuOva2,33,10,80,80
NRoBcILvbBfm5XSflG4oFzRuOva2,7,70,30,70
NRoBcILvbBfm5XSflG4oFzRuOva2,1,90,20,80
NRoBcILvbBfm5XSflG4oFzRuOva2,9,10,20,60
O4ndkCDzBWdkusTgxrLbdpeEAx72,1,100,10,60
O4ndkCDzBWdkusTgxrLbdpeEAx72,16,50,10,80
O4ndkCDzBWdkusTgxrLbdpeEAx72,9,0,0,70
O4ndkCDzBWdkusTgxrLbdpeEAx72,22,0,0,80
O88QbwQ6ghOcPHJ94xPjI230VcB3,12,50,50,50
O88QbwQ6ghOcPHJ94xPjI230VcB3,11,50,50,50
O88QbwQ6ghOcPHJ94xPjI230VcB3,15,50,50,50
O88QbwQ6ghOcPHJ94xPjI230VcB3,7,50,50,50
O88QbwQ6ghOcPHJ94xPjI230VcB3,1,50,50,50
OEwnkstQWpWQPqRpULOumAPQnRb2,10,0,0,70
OEwnkstQWpWQPqRpULOumAPQnRb2,33,0,70,20
OEwnkstQWpWQPqRpULOumAPQnRb2,7,80,0,100
OEwnkstQWpWQPqRpULOumAPQnRb2,17,80,0,100
OQeOaiBIYoYl59uJcz19IGKCnjY2,9,0,19,73
OQeOaiBIYoYl59uJcz19IGKCnjY2,10,0,33,72
OQeOaiBIYoYl59uJcz19IGKCnjY2,22,0,26,73
OQeOaiBIYoYl59uJcz19IGKCnjY2,7,50,0,82
OT8yxxDXhwUS4M7XumdKL0FIH1D3,0,0,0,0
OT8yxxDXhwUS4M7XumdKL0FIH1D3,0,0,0,0
OT8yxxDXhwUS4M7XumdKL0FIH1D3,0,0,0,0
OT8yxxDXhwUS4M7XumdKL0FIH1D3,0,0,0,0
OURmBjDhgohvI2HiJC2PW6QdX2x2,12,0,0,30
OURmBjDhgohvI2HiJC2PW6QdX2x2,11,0,0,30
OURmBjDhgohvI2HiJC2PW6QdX2x2,15,0,0,20
OURmBjDhgohvI2HiJC2PW6QdX2x2,7,80,60,80
OURmBjDhgohvI2HiJC2PW6QdX2x2,23,0,40,40
OYLUHi5O9sR7geTVUwIekFJ9HSw1,33,40,40,70
OYLUHi5O9sR7geTVUwIekFJ9HSw1,1,100,0,100
OYLUHi5O9sR7geTVUwIekFJ9HSw1,35,100,0,80
OYLUHi5O9sR7geTVUwIekFJ9HSw1,36,0,20,20
Oh0dJzgKyUV6z9M4v0DRYjKWagz1,8,50,0,100
Oh0dJzgKyUV6z9M4v0DRYjKWagz1,7,50,0,100
Oh0dJzgKyUV6z9M4v0DRYjKWagz1,33,0,12,37
Oh0dJzgKyUV6z9M4v0DRYjKWagz1,16,50,0,94
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,12,10,0,60
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,15,0,10,70
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,10,10,70,90
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,14,0,70,60
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,7,80,0,100
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,1,90,0,90
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,17,90,0,90
OsoGUJHFIAb2V66QaQ6sU7O0h7Y2,22,0,20,80
PEY86sJGzzeNgONi4W2XSAlJfM72,11,0,20,0
PEY86sJGzzeNgONi4W2XSAlJfM72,15,0,0,0
PEY86sJGzzeNgONi4W2XSAlJfM72,10,0,60,50
PEY86sJGzzeNgONi4W2XSAlJfM72,33,0,60,50
PEY86sJGzzeNgONi4W2XSAlJfM72,7,30,30,50
PEY86sJGzzeNgONi4W2XSAlJfM72,1,50,20,50
PEY86sJGzzeNgONi4W2XSAlJfM72,25,0,0,50
PEY86sJGzzeNgONi4W2XSAlJfM72,36,0,30,50
PWtqVS4AeETtQZRpBcStRL55vKz2,10,0,10,100
PWtqVS4AeETtQZRpBcStRL55vKz2,33,0,0,90
PWtqVS4AeETtQZRpBcStRL55vKz2,1,90,0,100
PrnyYoUA5meNXzo437cvMjB9XBC2,7,100,0,50
PrnyYoUA5meNXzo437cvMjB9XBC2,1,100,0,100
PrnyYoUA5meNXzo437cvMjB9XBC2,9,0,0,0
PrnyYoUA5meNXzo437cvMjB9XBC2,22,0,0,50
QCuoftfGt2boxcLUvPLscVznX5j2,33,0,30,70
QCuoftfGt2boxcLUvPLscVznX5j2,1,100,0,100
QCuoftfGt2boxcLUvPLscVznX5j2,16,80,0,80
QCuoftfGt2boxcLUvPLscVznX5j2,17,100,30,30
QDRwBmFQYoc8Cpd50Q5WXArE0i63,15,30,30,50
QDRwBmFQYoc8Cpd50Q5WXArE0i63,10,30,60,60
QDRwBmFQYoc8Cpd50Q5WXArE0i63,33,20,70,90
QDRwBmFQYoc8Cpd50Q5WXArE0i63,7,60,30,80
QDRwBmFQYoc8Cpd50Q5WXArE0i63,8,90,30,100
QDRwBmFQYoc8Cpd50Q5WXArE0i63,1,80,20,80
QDRwBmFQYoc8Cpd50Q5WXArE0i63,25,20,20,30
QJfrOkb95iNUyzLvSigcgZYPIzZ2,9,0,6,25
QJfrOkb95iNUyzLvSigcgZYPIzZ2,16,50,15,75
QUj4iAujqAg8KTpY1iiadwWFm9l2,12,20,50,50
QUj4iAujqAg8KTpY1iiadwWFm9l2,11,20,50,50
QUj4iAujqAg8KTpY1iiadwWFm9l2,27,20,50,50
QUj4iAujqAg8KTpY1iiadwWFm9l2,7,50,20,70
QUj4iAujqAg8KTpY1iiadwWFm9l2,9,20,10,50
QVNdd4wOMHceHFOT1VCiPMLzydg1,9,-1,-1,-1
QVNdd4wOMHceHFOT1VCiPMLzydg1,7,-1,-1,-1
QVNdd4wOMHceHFOT1VCiPMLzydg1,16,-1,-1,-1
QVNdd4wOMHceHFOT1VCiPMLzydg1,8,-1,-1,-1
Ql3mcMe5BNa3GGY501vR02YuVbN2,1,100,80,90
Ql3mcMe5BNa3GGY501vR02YuVbN2,9,0,10,30
QpkNbGlMICccJ4ay0ALBn79rDaI2,33,0,80,30
QpkNbGlMICccJ4ay0ALBn79rDaI2,1,100,0,80
QpkNbGlMICccJ4ay0ALBn79rDaI2,9,0,0,20
QvM5DxGl99PFpX55hyYjqNuzwwN2,33,20,10,80
QvM5DxGl99PFpX55hyYjqNuzwwN2,1,80,0,20
Qxit9E0YEgb8YTQACQjHR5pBLob2,15,0,20,50
Qxit9E0YEgb8YTQACQjHR5pBLob2,33,0,80,80
Qxit9E0YEgb8YTQACQjHR5pBLob2,7,60,0,70
Qxit9E0YEgb8YTQACQjHR5pBLob2,8,100,0,100
Qxit9E0YEgb8YTQACQjHR5pBLob2,1,70,0,70
Qxit9E0YEgb8YTQACQjHR5pBLob2,9,0,0,0
Qxit9E0YEgb8YTQACQjHR5pBLob2,22,0,10,20
Qxit9E0YEgb8YTQACQjHR5pBLob2,25,0,0,0
Qz9674WzDMZei5Nmri9rhEK75tY2,12,30,70,80
Qz9674WzDMZei5Nmri9rhEK75tY2,11,40,80,80
Qz9674WzDMZei5Nmri9rhEK75tY2,15,40,50,80
Qz9674WzDMZei5Nmri9rhEK75tY2,14,30,70,90
Qz9674WzDMZei5Nmri9rhEK75tY2,7,100,50,80
Qz9674WzDMZei5Nmri9rhEK75tY2,8,100,50,90
Qz9674WzDMZei5Nmri9rhEK75tY2,1,100,50,80
Qz9674WzDMZei5Nmri9rhEK75tY2,17,100,50,80
Qz9674WzDMZei5Nmri9rhEK75tY2,18,60,50,80
Qz9674WzDMZei5Nmri9rhEK75tY2,22,50,50,90
R37rwsd4RERP1nEISgrSuX0rpIM2,8,100,0,100
R37rwsd4RERP1nEISgrSuX0rpIM2,1,100,0,100
R37rwsd4RERP1nEISgrSuX0rpIM2,9,60,0,70
R9EJzucqISO6GOi8nrRGZR0IWFa2,33,0,80,70
R9EJzucqISO6GOi8nrRGZR0IWFa2,7,60,10,30
R9EJzucqISO6GOi8nrRGZR0IWFa2,16,100,10,80
RDrvQqDMjyVmp1zwzgVL2qoS7HE3,1,100,0,30
RDrvQqDMjyVmp1zwzgVL2qoS7HE3,9,0,0,50
RDrvQqDMjyVmp1zwzgVL2qoS7HE3,22,0,50,50
RNq6etBcZzWfGU6fVOIpKiqwJYS2,16,80,0,50
RNq6etBcZzWfGU6fVOIpKiqwJYS2,22,10,0,50
RdHp6jz6UPctLMKJbT8kBfKXMzE3,7,80,0,50
RdHp6jz6UPctLMKJbT8kBfKXMzE3,1,60,0,50
RfvxTjDtp9RJZQwKXgYKvlEmigp1,7,80,50,50
RfvxTjDtp9RJZQwKXgYKvlEmigp1,1,100,100,70
RfvxTjDtp9RJZQwKXgYKvlEmigp1,16,100,100,100
RfvxTjDtp9RJZQwKXgYKvlEmigp1,9,0,50,30
Rr823JzeN3QbgHG0UFFstvzO8N63,7,50,0,80
Rr823JzeN3QbgHG0UFFstvzO8N63,10,0,19,20
Rr823JzeN3QbgHG0UFFstvzO8N63,1,50,0,100
ScbvqnrCywYbFcB3s6bMJNBf1v33,33,0,50,50
ScbvqnrCywYbFcB3s6bMJNBf1v33,7,70,50,60
ScbvqnrCywYbFcB3s6bMJNBf1v33,1,100,50,80
SoCP9e3C9IfxTeHuEDWSHKVEPUX2,1,80,50,70
SoCP9e3C9IfxTeHuEDWSHKVEPUX2,16,30,30,60
Sq8ivNN4hcYLahw7NqgHA5vlkz62,15,-1,-1,-1
Sq8ivNN4hcYLahw7NqgHA5vlkz62,1,-1,-1,-1
Sq8ivNN4hcYLahw7NqgHA5vlkz62,7,-1,-1,-1
SqJJxfbdZRhCaqvnrPKA87a4I9C3,1,100,0,100
TREOP0Np4uNFAxflGiAfYtA0ZFq1,1,50,5,77
TREOP0Np4uNFAxflGiAfYtA0ZFq1,7,-1,-1,-1
TREOP0Np4uNFAxflGiAfYtA0ZFq1,9,-1,-1,-1
TREOP0Np4uNFAxflGiAfYtA0ZFq1,7,50,9,72
TREOP0Np4uNFAxflGiAfYtA0ZFq1,1,-1,-1,-1
TRtISVUG3bgGJuPXkcEDK462Agi2,12,10,10,50
TRtISVUG3bgGJuPXkcEDK462Agi2,7,100,10,100
TRtISVUG3bgGJuPXkcEDK462Agi2,1,100,10,100
TRtISVUG3bgGJuPXkcEDK462Agi2,9,0,10,50
TU1CXgDWEyW7zsbXNOLp6rH35kC3,33,0,75,50
TU1CXgDWEyW7zsbXNOLp6rH35kC3,22,0,0,0
TU1CXgDWEyW7zsbXNOLp6rH35kC3,16,50,0,100
TU1CXgDWEyW7zsbXNOLp6rH35kC3,31,0,0,100
TU1CXgDWEyW7zsbXNOLp6rH35kC3,15,0,15,50
TU1CXgDWEyW7zsbXNOLp6rH35kC3,7,50,0,100
TU1CXgDWEyW7zsbXNOLp6rH35kC3,25,0,0,0
TU1CXgDWEyW7zsbXNOLp6rH35kC3,8,50,0,100
TWq1AUbD1zfNesNCbdLWK1vMhO22,10,0,80,50
TWq1AUbD1zfNesNCbdLWK1vMhO22,7,60,10,50
TWq1AUbD1zfNesNCbdLWK1vMhO22,1,100,0,50
TtKfRLxsY2av6SFrPi3iBtsjfAi1,33,0,50,80
TtKfRLxsY2av6SFrPi3iBtsjfAi1,7,100,0,100
TtKfRLxsY2av6SFrPi3iBtsjfAi1,18,50,0,100
TtKfRLxsY2av6SFrPi3iBtsjfAi1,9,0,0,50
TtKfRLxsY2av6SFrPi3iBtsjfAi1,22,0,50,80
U4cr16UIUMNhGDH0MhEO9jQUjrd2,35,100,0,100
U4cr16UIUMNhGDH0MhEO9jQUjrd2,9,0,0,50
U5soJC7zkmbkpx0sJN993OUa8Hw2,10,50,50,100
U5soJC7zkmbkpx0sJN993OUa8Hw2,33,0,80,100
U5soJC7zkmbkpx0sJN993OUa8Hw2,7,50,0,80
U5soJC7zkmbkpx0sJN993OUa8Hw2,1,80,0,80
U5soJC7zkmbkpx0sJN993OUa8Hw2,16,40,0,90
UXwqBSZHLASeC8LG9eFAZsEmfHr2,7,80,30,70
UXwqBSZHLASeC8LG9eFAZsEmfHr2,1,100,30,100
V82Cv29jB2RBxlFtijT94iWoBkf2,0,0,0,0
V82Cv29jB2RBxlFtijT94iWoBkf2,0,0,0,0
V82Cv29jB2RBxlFtijT94iWoBkf2,0,0,0,0
