tripid,purpose
#30:6250,Everyday_Shopping
#33:6093,Leisure_Hobby
#31:6220,Pick_Up_Drop_Off
#30:6251,Other
#33:6149,Personal_Tasks_Errands
#32:6162,Leisure_Hobby
#32:6147,Leisure_Hobby
#30:6249,Leisure_Hobby
#31:6189,Leisure_Hobby
#31:6219,Personal_Tasks_Errands
#31:6219,Leisure_Hobby
#32:6178,Personal_Tasks_Errands
#33:6136,Leisure_Hobby
#33:6152,Home
#30:6274,Leisure_Hobby
#30:6232,Leisure_Hobby
#33:6134,Leisure_Hobby
#31:6241,Work
#30:6252,Work
#32:6218,Home
#32:6218,Work
#32:6218,Personal_Tasks_Errands
#32:6198,Work
#31:6281,Home
#32:6187,Leisure_Hobby
#33:6174,Leisure_Hobby
#32:6219,Work
#31:6263,Work
#32:6220,Personal_Tasks_Errands
#32:6239,Leisure_Hobby
#30:6319,Personal_Tasks_Errands
#32:6238,Personal_Tasks_Errands
#31:6275,Leisure_Hobby
#32:6232,Leisure_Hobby
#30:6312,Home
#33:6239,Work
#30:6344,Leisure_Hobby
#31:6314,Leisure_Hobby
#30:6345,Leisure_Hobby
#31:6315,Leisure_Hobby
#31:6315,Other
#30:6339,Work
#31:6309,Personal_Tasks_Errands
#33:6306,Personal_Tasks_Errands
#31:6313,Personal_Tasks_Errands
#31:6313,Home
#31:6313,Everyday_Shopping
#30:6407,Personal_Tasks_Errands
#31:6376,Personal_Tasks_Errands
#30:6408,Work
#32:6334,Personal_Tasks_Errands
#32:11792,Other
#30:6409,Personal_Tasks_Errands
#30:6409,Pick_Up_Drop_Off
#30:6379,Home
#30:11888,Personal_Tasks_Errands
#31:6378,Work
#30:6386,Work
#31:6402,Other
#31:6402,Home
#31:6402,Leisure_Hobby
#32:6335,Work
#30:6410,Personal_Tasks_Errands
#31:6379,Personal_Tasks_Errands
#30:6433,Personal_Tasks_Errands
#30:6433,Leisure_Hobby
#30:6433,Other
#30:6495,Leisure_Hobby
#31:6464,Leisure_Hobby
#33:6332,Leisure_Hobby
#32:6358,Leisure_Hobby
#30:6561,Leisure_Hobby
#30:6561,Other
#33:6395,Leisure_Hobby
#31:6530,Other
#31:6530,Leisure_Hobby
#30:6496,Pick_Up_Drop_Off
#30:6548,Leisure_Hobby
#30:6548,Everyday_Shopping
#33:6366,Work
#30:6558,Work
#31:6527,Leisure_Hobby
#31:6516,Leisure_Hobby
#31:6516,Other
#31:6516,Home
#32:6472,Leisure_Hobby
#32:6472,Home
#32:6484,Other
#31:6583,Work
#30:6587,Leisure_Hobby
#30:6622,Leisure_Hobby
#33:6519,Other
#33:6519,Home
#31:6589,Work
#32:6557,Other
#31:6612,Home
#30:6694,Work
#30:6693,Everyday_Shopping
#30:6717,Pick_Up_Drop_Off
#30:6717,Personal_Tasks_Errands
#31:6684,Everyday_Shopping
#31:6684,Personal_Tasks_Errands
#30:6681,Leisure_Hobby
#32:6638,Everyday_Shopping
#33:6581,Leisure_Hobby
#30:6687,Leisure_Hobby
#33:6612,Work
#30:6718,Work
#30:6718,Everyday_Shopping
#31:6705,Personal_Tasks_Errands
#33:6608,Everyday_Shopping
#33:6608,Everyday_Shopping
#30:6739,Home
#30:6739,Pick_Up_Drop_Off
#30:6739,Everyday_Shopping
#33:6620,Leisure_Hobby
#33:6632,Work
#32:6658,Work
#30:6731,Work
#30:6756,Home
#30:6756,Work
#31:6749,Home
#31:6749,Other
#31:6704,Home
#33:6699,Pick_Up_Drop_Off
#33:6699,Everyday_Shopping
#32:6703,Leisure_Hobby
#32:6703,Other
#32:6725,Personal_Tasks_Errands
#31:6771,Leisure_Hobby
#32:6706,Leisure_Hobby
#32:6712,Leisure_Hobby
#32:6712,Other
#33:6686,Leisure_Hobby
#33:6686,Other
#33:6686,Other
#32:6722,Other
#32:6722,Leisure_Hobby
#33:6696,Leisure_Hobby
#33:6709,Work
#32:6746,Everyday_Shopping
#32:6746,Personal_Tasks_Errands
#31:6825,Home
#33:6745,Work
#32:6778,Pick_Up_Drop_Off
#30:6889,Leisure_Hobby
#31:6852,Leisure_Hobby
#31:6852,Home
#32:6806,Work
#31:6874,Personal_Tasks_Errands
#32:6843,Work
#31:6939,Work
#31:7073,Work
#30:7093,Work
#30:7093,Work
#30:7105,Everyday_Shopping
#30:7105,Home
#30:7105,Work
#31:7062,Other
#33:6996,Work
#30:7112,Work
#31:7080,Work
#30:7120,Work
#31:7090,Home
#31:7103,Personal_Tasks_Errands
#31:7138,Home
#31:7096,Work
#31:7102,Home
#31:7102,Work
#31:7102,Everyday_Shopping
#32:7051,Leisure_Hobby
#33:7028,Leisure_Hobby
#30:7246,Work
#31:7349,Work
#31:7349,Work
#31:7349,Other
#31:7349,Home
#30:7176,Work
#33:7065,Work
#33:7103,Work
#33:7130,Personal_Tasks_Errands
#32:7092,Work
#30:7186,Work
#30:7186,Home
#31:7166,Personal_Tasks_Errands
#33:7077,Leisure_Hobby
#31:7207,Work
#31:7156,Leisure_Hobby
#31:7150,Personal_Tasks_Errands
#33:7073,Other
#32:7105,Leisure_Hobby
#30:7272,Work
#30:7272,Home
#31:7154,Other
#32:7104,Work
#32:7157,Work
#32:7298,Leisure_Hobby
#32:7298,Other
#30:7224,Other
#31:7174,Home
#30:7231,Personal_Tasks_Errands
#31:7280,Personal_Tasks_Errands
#31:7193,Personal_Tasks_Errands
#31:7188,Leisure_Hobby
#33:7116,Leisure_Hobby
#33:7108,Work
#33:7108,Home
#31:7185,Leisure_Hobby
#30:7223,Home
#30:7223,Pick_Up_Drop_Off
#30:7223,Everyday_Shopping
#31:7186,Home
#30:7232,Leisure_Hobby
#30:7318,Other
#31:7194,Home
#32:7138,Home
#32:7183,Work
#32:7183,Home
#31:7196,Work
#32:7163,Work
#33:7270,Work
#33:7270,Other
#30:7238,Business_Trip
#32:7159,Work
#33:7126,Work
#33:7201,Work
#30:7255,Work
#33:7131,Personal_Tasks_Errands
#32:7164,Work
#32:7162,Work
#32:7217,Leisure_Hobby
#30:7293,Everyday_Shopping
#30:7306,Work
#33:7156,Work
#33:7156,Home
#33:7145,Work
#30:7264,Leisure_Hobby
#31:7350,Leisure_Hobby
#31:7350,Other
#32:7181,Other
#33:7162,Home
#32:7228,Home
#31:7353,Home
#31:7251,Other
#33:7190,Home
#31:7278,Leisure_Hobby
#31:7278,Pick_Up_Drop_Off
#31:7278,Other
#30:7316,Leisure_Hobby
#30:7316,Home
#30:7316,Pick_Up_Drop_Off
#31:7267,Work
#31:7267,Home
#30:7307,Work
#32:7233,Work
#32:7226,Work
#32:7299,Other
#32:7299,Work
#31:7281,Personal_Tasks_Errands
#33:7196,Work
#31:7277,Work
#31:7287,Leisure_Hobby
#32:7230,Work
#33:7204,Work
#30:7390,Other
#30:7390,Leisure_Hobby
#30:7325,Home
#33:7213,Home
#31:7420,Work
#31:7420,Home
#33:7352,Personal_Tasks_Errands
#32:7241,Home
#31:7351,Other
#31:7351,Leisure_Hobby
#31:7351,Personal_Tasks_Errands
#32:7242,Home
#32:7262,Leisure_Hobby
#33:7338,Home
#30:7331,Work
#32:7300,Leisure_Hobby
#32:7300,Other
#32:7300,Personal_Tasks_Errands
#33:7234,Home
#31:7467,Leisure_Hobby
#31:7467,Home
#30:7880,Pick_Up_Drop_Off
#30:7379,Pick_Up_Drop_Off
#31:7456,Leisure_Hobby
#33:7272,Leisure_Hobby
#33:7272,Home
#33:7272,Other
#32:7405,Leisure_Hobby
#32:7288,Other
#30:7408,Leisure_Hobby
#31:7369,Leisure_Hobby
#30:7382,Everyday_Shopping
#33:7377,Leisure_Hobby
#32:7318,Leisure_Hobby
#33:7282,Leisure_Hobby
#30:7401,Other
#33:7290,Home
#32:7380,Personal_Tasks_Errands
#31:7357,Personal_Tasks_Errands
#32:7344,Leisure_Hobby
#30:7409,Leisure_Hobby
#31:15714,Leisure_Hobby
#31:7370,Leisure_Hobby
#33:7288,Leisure_Hobby
#32:7366,Home
#30:7506,Leisure_Hobby
#31:7431,Other
#33:7291,Home
#33:7316,Home
#30:7423,Leisure_Hobby
#32:7346,Leisure_Hobby
#31:7415,Home
#31:7417,Home
#32:7369,Work
#32:7369,Home
#32:7408,Work
#31:7421,Work
#32:7410,Work
#33:7345,Work
#32:7416,Work
#30:7496,Work
#30:7480,Work
#33:7357,Work
#30:7485,Home
#33:7366,Other
#33:7367,Everyday_Shopping
#33:7435,Home
#32:7441,Work
#32:7441,Home
#31:7492,Work
#31:7492,Home
#31:7447,Home
#31:7447,Work
#33:7385,Home
#33:7388,Home
#33:7378,Home
#33:7382,Home
#33:7943,Other
#33:7943,Leisure_Hobby
#32:7409,Leisure_Hobby
#30:16596,Home
#30:16596,Leisure_Hobby
#32:7414,Home
#33:9286,Home
#31:7465,Home
#31:7465,Leisure_Hobby
#33:8851,Leisure_Hobby
#33:8851,Other
#32:7434,Work
#32:7434,Home
#30:16597,Work
#30:7554,Work
#31:7490,Work
#32:7437,Work
#31:7491,Work
#32:7487,Work
#30:12829,Work
#30:7534,Work
#31:8931,Leisure_Hobby
#31:8931,Work
#31:8931,Other
#33:7441,Work
#33:7428,Work
#32:7464,Everyday_Shopping
#31:7499,Personal_Tasks_Errands
#30:7547,Other
#33:8852,Other
#33:8852,Home
#31:7508,Other
#31:7675,Work
#31:7675,Home
#32:7463,Home
#30:7689,Pick_Up_Drop_Off
#32:7646,Home
#30:7578,Pick_Up_Drop_Off
#31:7539,Pick_Up_Drop_Off
#30:7566,Everyday_Shopping
#33:7440,Work
#30:8971,Other
#30:8239,Pick_Up_Drop_Off
#30:8239,Personal_Tasks_Errands
#31:7523,Home
#31:7642,Home
#30:7561,Home
#32:7483,Home
#32:7476,Personal_Tasks_Errands
#30:7567,Home
#32:7668,Leisure_Hobby
#32:7678,Everyday_Shopping
#33:7491,Home
#32:7511,Leisure_Hobby
#33:7483,Leisure_Hobby
#33:7640,Leisure_Hobby
#30:8140,Home
#31:7538,Leisure_Hobby
#33:7604,Home
#33:7604,Home
#32:7634,Leisure_Hobby
#31:7694,Leisure_Hobby
#32:7728,Other
#33:7761,Everyday_Shopping
#30:7759,Other
#32:7775,Personal_Tasks_Errands
#30:7679,Leisure_Hobby
#30:7679,Leisure_Hobby
#32:7670,Other
#32:7727,Home
#31:7650,Personal_Tasks_Errands
#31:7650,Home
#33:7569,Personal_Tasks_Errands
#30:7691,Pick_Up_Drop_Off
#31:8932,Leisure_Hobby
#31:8932,Other
#33:7596,Work
#33:7596,Home
#30:7739,Work
#32:7623,Work
#33:7599,Work
#33:7729,Work
#30:7797,Work
#30:7797,Work
#33:7650,Work
#30:7861,Home
#30:7861,Work
#31:7685,Pick_Up_Drop_Off
#33:7614,Work
#30:7817,Work
#32:7647,Leisure_Hobby
#30:7730,Work
#33:7621,Personal_Tasks_Errands
#30:7743,Personal_Tasks_Errands
#30:7745,Everyday_Shopping
#30:7745,Leisure_Hobby
#31:7721,Pick_Up_Drop_Off
#33:7800,Pick_Up_Drop_Off
#30:7746,Work
#32:7658,Personal_Tasks_Errands
#31:7745,Work
#31:7756,Leisure_Hobby
#31:7756,Personal_Tasks_Errands
#31:7777,Other
#33:7669,Other
#33:7669,Work
#31:7730,Leisure_Hobby
#32:7744,Work
#31:7822,Work
#31:7822,Home
#32:7758,Home
#32:7686,Leisure_Hobby
#33:7730,Pick_Up_Drop_Off
#32:7695,Home
#33:7667,Everyday_Shopping
#30:7786,Home
#32:7705,Leisure_Hobby
#32:7705,Personal_Tasks_Errands
#30:7920,Pick_Up_Drop_Off
#30:7784,Home
#33:11733,Home
#33:11733,Home
#30:7816,Everyday_Shopping
#30:7816,Home
#33:7672,Home
#30:7847,Personal_Tasks_Errands
#30:7824,Home
#33:7693,Everyday_Shopping
#31:7808,Home
#31:7795,Home
#30:7835,Personal_Tasks_Errands
#33:7716,Personal_Tasks_Errands
#32:7759,Home
#32:7789,Other
#31:7821,Leisure_Hobby
#30:7860,Work
#33:7748,Work
#32:7773,Work
#32:7773,Home
#30:7869,Work
#33:7749,Work
#30:8130,Work
#33:7810,Work
#31:7830,Personal_Tasks_Errands
#32:7858,Work
#31:7834,Work
#33:8854,Other
#33:8854,Leisure_Hobby
#33:8854,Home
#33:8854,Work
#33:8117,Personal_Tasks_Errands
#32:7828,Personal_Tasks_Errands
#32:7828,Other
#32:7879,Work
#30:7890,Leisure_Hobby
#30:8040,Leisure_Hobby
#33:7772,Work
#32:7812,Work
#30:7897,Work
#33:7783,Work
#33:7783,Home
#31:7922,Everyday_Shopping
#32:7950,Personal_Tasks_Errands
#33:7794,Leisure_Hobby
#30:7909,Work
#32:11763,Work
#32:11763,Work
#32:11763,Other
#32:7859,Other
#31:7880,Pick_Up_Drop_Off
#32:7949,Home
#31:7870,Work
#32:7831,Work
#32:7831,Other
#33:7836,Work
#33:7836,Leisure_Hobby
#33:7836,Work
#33:7840,Personal_Tasks_Errands
#30:7929,Work
#31:7883,Work
#31:7883,Other
#30:7933,Pick_Up_Drop_Off
#33:8099,Work
#33:8099,Home
#31:7910,Other
#31:8091,Home
#33:7842,Everyday_Shopping
#33:7813,Home
#30:7949,Everyday_Shopping
#30:7949,Home
#31:7931,Home
#33:8118,Personal_Tasks_Errands
#31:7909,Home
#30:7977,Everyday_Shopping
#32:7869,Leisure_Hobby
#32:7869,Personal_Tasks_Errands
#32:8040,Everyday_Shopping
#30:8000,Home
#33:7859,Personal_Tasks_Errands
#30:7990,Home
#30:7990,Personal_Tasks_Errands
#32:7948,Leisure_Hobby
#30:8061,Pick_Up_Drop_Off
#33:7916,Home
#33:7935,Leisure_Hobby
#32:7903,Personal_Tasks_Errands
#32:7909,Home
#32:7909,Personal_Tasks_Errands
#33:7885,Pick_Up_Drop_Off
#30:8035,Home
#33:7936,Home
#33:7936,Leisure_Hobby
#32:7916,Pick_Up_Drop_Off
#33:7919,Home
#31:7991,Everyday_Shopping
#32:7962,Leisure_Hobby
#32:7962,Other
#33:7912,Home
#32:7954,Leisure_Hobby
#33:7934,Everyday_Shopping
#33:7934,Home
#31:8063,Everyday_Shopping
#33:7980,Pick_Up_Drop_Off
#32:8007,Pick_Up_Drop_Off
#31:8053,Everyday_Shopping
#32:8002,Personal_Tasks_Errands
#30:8803,Home
#30:8803,Personal_Tasks_Errands
#31:8055,Pick_Up_Drop_Off
#31:8055,Everyday_Shopping
#33:8050,Leisure_Hobby
#33:7974,Pick_Up_Drop_Off
#33:7974,Personal_Tasks_Errands
#33:7974,Everyday_Shopping
#30:8090,Home
#33:7986,Leisure_Hobby
#31:8101,Leisure_Hobby
#31:8101,Personal_Tasks_Errands
#30:8226,Leisure_Hobby
#32:8010,Leisure_Hobby
#31:8076,Leisure_Hobby
#30:8105,Leisure_Hobby
#30:8211,Home
#30:8211,Pick_Up_Drop_Off
#33:7996,Pick_Up_Drop_Off
#30:8115,Home
#30:8118,Pick_Up_Drop_Off
#31:8128,Leisure_Hobby
#30:8232,Leisure_Hobby
#32:8121,Home
#32:8121,Everyday_Shopping
#31:8764,Leisure_Hobby
#31:8129,Leisure_Hobby
#31:8096,Home
#33:8020,Pick_Up_Drop_Off
#33:8100,Pick_Up_Drop_Off
#32:8065,Everyday_Shopping
#33:8037,Personal_Tasks_Errands
#31:8132,Other
#31:8132,Other
#33:8052,Other
#33:8039,Everyday_Shopping
#30:8208,Home
#33:8042,Other
#33:8114,Leisure_Hobby
#33:8076,Leisure_Hobby
#33:8076,Other
#30:8233,Home
#30:8245,Other
#33:8088,Leisure_Hobby
#30:8207,Leisure_Hobby
#30:8225,Home
#30:8225,Work
#33:8134,Work
#30:8222,Work
#30:8222,Home
#30:8224,Leisure_Hobby
#33:8106,Work
#31:8194,Work
#30:8340,Work
#30:8263,Work
#30:8315,Leisure_Hobby
#30:8315,Other
#31:8206,Work
#33:8483,Work
#33:8483,Home
#33:8483,Work
#31:8318,Pick_Up_Drop_Off
#31:8318,Personal_Tasks_Errands
#33:8129,Personal_Tasks_Errands
#32:8213,Work
#31:15773,Pick_Up_Drop_Off
#31:15773,Leisure_Hobby
#30:8288,Leisure_Hobby
#31:8235,Everyday_Shopping
#31:8239,Leisure_Hobby
#33:15685,Personal_Tasks_Errands
#33:15685,Leisure_Hobby
#31:8249,Leisure_Hobby
#31:8562,Work
#31:8562,Home
#31:8562,Work
#31:8292,Other
#31:8292,Other
#31:8242,Everyday_Shopping
#32:8250,Home
#32:8250,Work
#32:8192,Personal_Tasks_Errands
#32:8192,Home
#33:8209,Home
#32:8226,Work
#33:15684,Leisure_Hobby
#33:8175,Leisure_Hobby
#32:8241,Other
#32:8241,Home
#33:8185,Home
#30:8299,Pick_Up_Drop_Off
#32:8270,Home
#33:8180,Home
#30:8331,Home
#32:8227,Home
#30:8317,Leisure_Hobby
#32:15714,Work
#31:8643,Home
#31:8643,Other
#33:8564,Home
#33:8564,Other
#31:8648,Home
#31:8648,Work
#33:8224,Work
#33:8224,Home
#31:8304,Work
#31:8304,Home
#33:8227,Work
#31:8321,Work
#33:8270,Work
#31:8356,Work
#31:8326,Work
#32:8454,Personal_Tasks_Errands
#32:8454,Other
#33:8246,Work
#33:8482,Work
#33:8482,Work
#30:8387,Work
#30:8388,Leisure_Hobby
#33:8339,Personal_Tasks_Errands
#30:8402,Home
#32:8303,Leisure_Hobby
#32:8379,Other
#33:8481,Home
#33:8481,Work
#33:8481,Work
#31:8418,Other
#31:8418,Other
#30:8458,Personal_Tasks_Errands
#33:8300,Home
#31:8358,Other
#30:8724,Home
#32:8375,Work
#32:8375,Home
#32:8478,Home
#30:8613,Work
#30:8406,Home
#33:8291,Pick_Up_Drop_Off
#33:8426,Work
#32:8367,Everyday_Shopping
#32:8367,Home
#32:8367,Other
#31:15771,Everyday_Shopping
#31:15771,Personal_Tasks_Errands
#30:8610,Home
#31:8419,Personal_Tasks_Errands
#32:9044,Work
#32:9044,Personal_Tasks_Errands
#32:8368,Personal_Tasks_Errands
#32:8474,Other
#33:8320,Pick_Up_Drop_Off
#30:8439,Leisure_Hobby
#33:9016,Leisure_Hobby
#33:9016,Other
#30:8459,Work
#30:8467,Work
#30:8467,Home
#32:8377,Work
#33:8404,Work
#31:8609,Work
#33:8354,Work
#33:8418,Pick_Up_Drop_Off
#33:8418,Home
#32:8392,Work
#30:8546,Work
#31:8656,Other
#32:8427,Work
#33:8487,Work
#32:8423,Work
#33:8395,Work
#33:8390,Work
#33:8390,Home
#32:8426,Other
#32:8426,Other
#33:8398,Work
#31:8492,Work
#33:8605,Other
#32:10117,Personal_Tasks_Errands
#30:8583,Work
#30:8583,Home
#31:8485,Work
#32:8445,Pick_Up_Drop_Off
#31:8590,Everyday_Shopping
#31:8493,Work
#33:8530,Work
#33:8529,Home
#33:8439,Leisure_Hobby
#33:8439,Personal_Tasks_Errands
#33:8439,Other
#33:8478,Home
#33:8478,Leisure_Hobby
#30:8629,Everyday_Shopping
#31:8689,Home
#31:8572,Leisure_Hobby
#31:8610,Home
#32:8450,Everyday_Shopping
#32:8450,Home
#31:10169,Leisure_Hobby
#31:8519,Work
#31:8558,Leisure_Hobby
#31:8526,Work
#31:8568,Home
#33:8493,Home
#33:8695,Leisure_Hobby
#30:9135,Home
#30:9135,Leisure_Hobby
#30:8814,Leisure_Hobby
#33:8589,Home
#30:8570,Other
#32:8500,Work
#32:8500,Home
#31:8685,Work
#33:8491,Work
#30:8624,Work
#32:8522,Other
#33:8479,Work
#33:8607,Work
#32:8517,Work
#30:8761,Work
#33:8494,Personal_Tasks_Errands
#31:8575,Work
#31:8573,Work
#30:8648,Business_Trip
#30:8627,Business_Trip
#33:8534,Personal_Tasks_Errands
#33:8534,Work
#31:8588,Work
#32:8539,Pick_Up_Drop_Off
#32:8539,Work
#30:8674,Other
#30:8674,Other
#31:8599,Work
#32:8634,Home
#30:8716,Work
#30:8716,Home
#31:8655,Work
#32:8604,Personal_Tasks_Errands
#33:8531,Pick_Up_Drop_Off
#33:8531,Work
#31:8617,Pick_Up_Drop_Off
#33:8545,Work
#30:8745,Home
#32:8577,Everyday_Shopping
#31:8635,Home
#31:8635,Everyday_Shopping
#33:8556,Home
#30:8755,Home
#30:8755,Personal_Tasks_Errands
#30:8705,Leisure_Hobby
#31:8686,Work
#32:8582,Everyday_Shopping
#33:8578,Everyday_Shopping
#32:8599,Pick_Up_Drop_Off
#30:8675,Home
#30:8904,Leisure_Hobby
#30:8697,Home
#31:8666,Home
#31:8665,Home
#31:8865,Pick_Up_Drop_Off
#32:8773,Work
#33:8598,Work
#33:8598,Home
#30:8726,Work
#32:8752,Work
#31:8681,Work
#30:8725,Work
#32:8651,Personal_Tasks_Errands
#32:8651,Other
#31:8695,Work
#33:8677,Work
#33:8613,Work
#31:8693,Work
#33:8612,Work
#33:8635,Work
#33:8671,Other
#32:8814,Work
#30:8839,Work
#30:10208,Work
#32:8656,Personal_Tasks_Errands
#31:8700,Home
#31:8700,Work
#31:8700,Pick_Up_Drop_Off
#30:8767,Work
#30:8752,Work
#32:8676,Business_Trip
#31:8744,Work
#31:8757,Other
#31:8728,Personal_Tasks_Errands
#33:10087,Personal_Tasks_Errands
#32:8668,Home
#33:8694,Other
#32:8693,Work
#32:8690,Business_Trip
#30:8774,Work
#30:8805,Other
#33:8658,Home
#33:8655,Work
#30:8780,Home
#32:8792,Work
#32:8792,Home
#32:8689,Other
#32:8706,Other
#33:8662,Business_Trip
#30:8813,Other
#30:8809,Personal_Tasks_Errands
#31:8766,Other
#33:8786,Home
#33:8717,Leisure_Hobby
#31:8828,Home
#33:8712,Home
#31:8774,Leisure_Hobby
#33:8687,Home
#32:8808,Pick_Up_Drop_Off
#33:8688,Pick_Up_Drop_Off
#31:8770,Home
#32:8719,Home
#30:8866,Home
#32:8729,Pick_Up_Drop_Off
#33:8832,Personal_Tasks_Errands
#33:8724,Home
#33:8724,Everyday_Shopping
#33:8723,Leisure_Hobby
#32:8776,Home
#31:8797,Personal_Tasks_Errands
#30:8827,Home
#30:8952,Home
#31:8834,Pick_Up_Drop_Off
#31:8834,Leisure_Hobby
#31:8802,Personal_Tasks_Errands
#30:8842,Leisure_Hobby
#30:9062,Leisure_Hobby
#30:9240,Home
#30:9240,Pick_Up_Drop_Off
#31:9251,Home
#31:9251,Everyday_Shopping
#30:9654,Everyday_Shopping
#31:8830,Personal_Tasks_Errands
#33:9172,Home
#33:9172,Other
#31:8857,Pick_Up_Drop_Off
#33:8866,Other
#32:8783,Leisure_Hobby
#33:9533,Leisure_Hobby
#32:8851,Personal_Tasks_Errands
#32:8972,Everyday_Shopping
#33:8774,Home
#33:8778,Pick_Up_Drop_Off
#33:9280,Leisure_Hobby
#31:9096,Home
#31:9096,Personal_Tasks_Errands
#30:8901,Pick_Up_Drop_Off
#33:8787,Other
#33:8787,Personal_Tasks_Errands
#30:8913,Leisure_Hobby
#30:8942,Leisure_Hobby
#33:8793,Leisure_Hobby
#32:8827,Pick_Up_Drop_Off
#30:9014,Home
#33:8799,Pick_Up_Drop_Off
#31:9023,Leisure_Hobby
#31:9023,Other
#31:8905,Pick_Up_Drop_Off
#31:9022,Leisure_Hobby
#33:8815,Home
#32:8854,Pick_Up_Drop_Off
#33:8824,Leisure_Hobby
#33:8894,Leisure_Hobby
#30:9013,Leisure_Hobby
#31:8925,Pick_Up_Drop_Off
#31:8925,Everyday_Shopping
#32:9562,Leisure_Hobby
#31:8969,Leisure_Hobby
#30:8990,Everyday_Shopping
#33:8906,Leisure_Hobby
#31:8992,Leisure_Hobby
#33:8942,Other
#30:9031,Leisure_Hobby
#30:9025,Leisure_Hobby
#31:8974,Leisure_Hobby
#33:9150,Personal_Tasks_Errands
#31:8951,Pick_Up_Drop_Off
#32:9179,Home
#31:9086,Leisure_Hobby
#31:9021,Leisure_Hobby
#32:8916,Other
#32:8919,Pick_Up_Drop_Off
#30:9021,Work
#30:9021,Home
#31:9069,Work
#31:8983,Work
#30:9268,Work
#33:8912,Work
#32:8947,Work
#30:9098,Work
#30:9060,Work
#32:8969,Work
#33:8938,Work
#32:9000,Leisure_Hobby
#31:9034,Home
#33:8943,Other
#30:9073,Other
#33:9001,Work
#33:9001,Home
#33:8990,Everyday_Shopping
#33:8959,Home
#33:8992,Home
#31:9051,Leisure_Hobby
#32:9177,Home
#31:9044,Home
#30:9084,Work
#30:9111,Pick_Up_Drop_Off
#32:9307,Home
#30:9109,Everyday_Shopping
#30:9125,Leisure_Hobby
#31:9059,Home
#33:9107,Home
#31:9186,Leisure_Hobby
#33:9013,Home
#32:9150,Leisure_Hobby
#32:9150,Other
#32:9060,Home
#33:9031,Work
#31:9129,Pick_Up_Drop_Off
#31:9201,Work
#30:9653,Work
#33:9279,Work
#31:9718,Work
#30:9177,Work
#30:9288,Work
#30:9288,Home
#31:9493,Everyday_Shopping
#32:9558,Leisure_Hobby
#30:9532,Pick_Up_Drop_Off
#30:9532,Everyday_Shopping
#33:9106,Leisure_Hobby
#32:9100,Home
#32:9116,Home
#32:9557,Work
#33:9105,Home
#33:9528,Pick_Up_Drop_Off
#30:9209,Work
#31:9492,Pick_Up_Drop_Off
#30:9648,Pick_Up_Drop_Off
#32:9155,Leisure_Hobby
#30:9250,Everyday_Shopping
#30:9398,Other
#32:9154,Personal_Tasks_Errands
#33:9413,Everyday_Shopping
#31:9211,Personal_Tasks_Errands
#31:9211,Pick_Up_Drop_Off
#33:9170,Pick_Up_Drop_Off
#30:9294,Work
#30:9294,Home
#33:9174,Leisure_Hobby
#33:9175,Work
#30:9293,Leisure_Hobby
#32:9212,Work
#32:9212,Pick_Up_Drop_Off
#32:9666,Work
#31:9264,Home
#30:9316,Work
#33:9337,Work
#32:9319,Work
#32:9229,Work
#33:9291,Other
#31:9311,Personal_Tasks_Errands
#33:9232,Personal_Tasks_Errands
#32:9260,Work
#30:9352,Work
#32:9299,Work
#31:9371,Home
#31:9350,Everyday_Shopping
#31:9350,Home
#31:9350,Pick_Up_Drop_Off
#33:9271,Work
#33:9338,Other
#33:9268,Home
#32:9378,Work
#30:9410,Home
#32:15431,Work
#33:9323,Work
#31:9489,Work
#32:9732,Work
#32:9732,Home
#33:9637,Work
#31:9476,Work
#30:9469,Work
#30:9451,Work
#33:9341,Work
#32:9379,Work
#32:9379,Everyday_Shopping
#31:9526,Business_Trip
#33:9395,Work
#32:9425,Other
#32:9475,Business_Trip
#30:9567,Business_Trip
#30:9632,Personal_Tasks_Errands
#30:9537,Home
#32:9441,Everyday_Shopping
#33:9437,Personal_Tasks_Errands
#30:9555,Everyday_Shopping
#32:9996,Home
#32:9996,Leisure_Hobby
#31:9513,Home
#32:9464,Everyday_Shopping
#30:9565,Home
#30:9824,Personal_Tasks_Errands
#30:9858,Everyday_Shopping
#33:9967,Home
#33:9737,Home
#32:9766,Work
#33:9499,Work
#30:10088,Work
#33:9624,Work
#32:9602,Work
#31:9604,Work
#33:9508,Work
#32:9536,Work
#32:9536,Pick_Up_Drop_Off
#33:9527,Personal_Tasks_Errands
#30:9758,Work
#32:9733,Work
#32:9733,Home
#30:9672,Work
#30:9783,Work
#30:9694,Other
#31:9635,Work
#31:9818,Everyday_Shopping
#31:9637,Home
#32:9928,Pick_Up_Drop_Off
#33:9968,Home
#31:9677,Home
#30:9697,Home
#30:9745,Personal_Tasks_Errands
#31:10050,Other
#30:9857,Home
#30:10087,Other
#31:10047,Leisure_Hobby
#33:9736,Pick_Up_Drop_Off
#33:9965,Home
#32:9765,Pick_Up_Drop_Off
#30:9782,Work
#30:10085,Leisure_Hobby
#31:9817,Other
#31:9819,Home
#31:9819,Everyday_Shopping
#30:9786,Everyday_Shopping
#30:9856,Everyday_Shopping
#31:9750,Everyday_Shopping
#30:9835,Everyday_Shopping
#32:9744,Everyday_Shopping
#33:9964,Other
#31:9797,Other
#33:9735,Everyday_Shopping
#30:9837,Everyday_Shopping
