userid,fit,prod,enjoy
HRzM068s5JMsWDlmRnyQqZoZcqd2,59,24,90
HSdmngcStUMeaiYLXOBydIbNdnE2,50,50,50
HmHgP1ezs9gULGBDoywtCnnwlko2,66,64,67
HmSJjCR0IjM2e7OCLufJ6yWh6Ny2,74,50,50
HwauzB2IfHfi2eg4jYU1HPV948A3,50,50,50
HxzgFSyPYLd3au9IYLSuw2otN8A2,80,80,80
I1Zd5FlVivO5lT41MrNIMXNrYB03,40,30,30
IGFraEciGRWYvZAVagcFDoqkJI52,100,55,100
IuDbzrAHOEXC4YDSnB6RUjULbxe2,91,50,82
IyW6CX5VQyanzHhZE2129u67Dwh2,100,94,83
JmVhxFzmf4ajOGYia2uhBD3kmws2,60,50,70
Jp6uMZVVMBQ1a87fMoRe6gxNSlh2,83,50,86
JtNmVfYintXjyPtaAIfpyyVPXa02,50,50,50
JyJ2H2MtofVanu4Xws64ULTwI282,47,96,4
JzGSEBNQEIQeLcPGXk82LE7ChiZ2,30,5,65
KZu2iFjolYffpJVfH8UdWzXH0Kv2,71,1,100
Kp5mPq0ZhPQTJuO9YXkEqw44c4j2,50,50,98
LFFTWLMSvcSUZgnnLfkLkiT0Ksk1,70,10,80
LRgo09qeNoWWigviGvFuW7TXW4X2,100,50,96
LURoIPebSnRdmzKympvHQ3NmA3t1,67,65,86
LowtvCL2Z0RIVNRAQGBCB8MIBsm2,90,20,80
M6gc9t55syR6Dum3PmwA1KZhR0L2,94,32,73
MBRwNY1jQGWrQpUkaTtkDgcZd6g1,18,17,80
Mg8sEhWCOZSo9dFZ4i7j4jubuz63,9,12,100
MiDE9d6WoVczBTPkRKh1xRUCDWU2,50,50,50
MxyplyKDGyT08hwqtvpiSKphorc2,50,50,50
NPIOEb06PHNcJEeS4MDGVzuwfCo1,50,50,50
NRLWP5eZ8La1PluSfwldNMnNtnY2,50,49,50
NtY2ZQoR07XNtgopWeD1CKDvzmI3,52,34,100
O8SvNpAcDBhNsnntNGz73nlWXn12,50,50,50
PFgg1RaoUcSG2LgDNzrpuWq8LDQ2,81,50,86
PKYaEzil8CXubRVjeolJFWr96K13,100,0,60
POR9veMucRQ5bVVLqBGmHsMJoJ62,73,69,75
PnDEtOSRpTSWLtxmENNPpLCuJF12,70,20,80
QLInDWxGIyWfNZ6B8qYO6zaNp8P2,69,21,60
QgzQPkZtaOWBIZaXqgbRy47cuNR2,100,50,50
QnMPcKTljuYx7WevKUKH1xUieU93,50,50,50
QsMw12bM4JSGKc411mKCxfm9psF3,50,50,50
R07Xchcc6qep3h06FrtNCDnLtRG2,50,0,71
S25yNlTqCoZQWNcUegnVukwl3V83,100,50,75
SHSZGfob3LZxwxdy78Vr04WFJlG3,76,21,82
SLQYzSgn4YRDqcRi03S18oO4OI13,75,50,76
STXvhrCMKBMGVIVbTax8WQsVJDJ3,50,50,50
SpbRWbgVgsfRntsRQl5XUGkPX7x1,50,50,50
SsymFafUklS37mx8JbA7og6Pjj93,70,21,83
T2kchOuz6kbEW3IEUYv3XpnoODa2,83,0,50
TABgROagVJXm46cHTXz2zD2cJQF3,50,50,50
TI6dq821PoZg693l5cxzhyV84NH2,50,50,50
TXNjc61JMneOwDEAU5DmrV3KhxR2,65,50,90
Tb2XnApGIeSO6aAOaZFCHEOXNkJ2,75,100,75
TmpyEYr7TgXxFxctbIHpT1ql3kk2,100,100,100
TvsbKPfFT0hJlYg7lUIIneuJhRK2,50,60,75
U13egcsy3nSvejHxJCjcLxAfY373,60,0,50
U9p1Q7N62ec0ttiNNJkXDFt283t1,100,50,50
UKz9HpimMEU3JC76dJc7hTdZpgt2,78,62,67
ULzXrXcijJgueFp4R2OFKxobMhD2,30,77,74
UNC9obNW6VayawsVz151p54uFf33,37,79,73
UTSbtDYeaCQrS0QBwztoYRMRDV53,67,0,100
UghHZkNAOoWenRLPEaACuuKlMa63,100,100,100
UhJ35r6EceQojllxUlivXOn5r793,60,60,40
UnTbChu1ZbR9dQ3FoOXW34YmJ333,50,50,50
V6owqqNE1aOVqijDayDX3BkHHJD3,50,50,50
VAS1YYVR5xNok9qR9cIbyMluhi22,90,100,50
VDlDFvoar7RPMphjMJqvhYWBI3K2,5,5,100
VH932fHXrDUuvcjmA5rgbJlTJAw1,78,20,50
VJIjKwN7N8ZLGQ2pDL4Xd3s1gVd2,50,0,50
VdLHr3Jn8dNbA5aaFq0fkbMOoqm2,86,90,95
WF3pn6Q3m1SIs08DqVgTmfwHPq22,24,50,34
WJGT5sY3kIPm1I29oa6qzh6Crjr1,85,10,85
WPxkRpguC1choFGnuVSMOkaYqHT2,50,50,50
WcG62Qn1WXPhaSrLGCxoFm1SZDy1,50,85,84
XJhji2X1OBb8DJsFi4t6SW26ns42,50,50,50
XYDBNVM12tZKI9ciORVK0uPb3zp2,50,0,50
XocSFS5JtqRR6alSZWCvkPbn2lC3,80,90,0
XrjCmeeCxRYVax8xDX16JVS17nx1,75,23,83
Y8mHkx6ATdVPfivJPkI7TtoJ0IE2,100,55,100
YKPU7WC9HENPo1WvELeh2zYRrDD2,100,50,80
YaGeqtd8dPfd626xLcav52Wbkd92,100,100,50
Z1fMSTrII0ZxtG9i1obOxzpqdpR2,50,50,74
Z8bVG0khT2O59JP87Mpg7ok4LhD3,100,0,100
ZYzSXhSfxtPDnRBsAwct0dca9G13,73,23,60
Ztvm0wzbdkRgNKbv5FyVqBfMSfX2,67,0,82
aAq6XK6oqBdLrYssYLyUkwgbqPJ3,60,50,80
aDDvQm8ZR5dtumCUIQqRxg19C072,100,50,50
aERPsRODgPYXRX9JueJHPWYR1px1,50,50,50
aT4qmkpPUvbNhZHc5xZmyVp76C22,50,50,50
aVpdoqoe9nXoDSFekPgx29xoBQs2,100,100,100
aWww8eQCIcQKVW0GUtj6w9mxvap1,100,9,96
aiCIfar833UG2ZT4GYJHutXhqJy1,100,0,80
b8jHZ8zaomOvNGyBJyDmuZYyvEu1,86,21,83
bwxWopaHs3NsLif4E3YmNiaEHe62,89,50,80
c3OIEtxMkdT6g4kDSB0JS2DsIxS2,100,52,47
c9OgxEbToKU3K0vVZs5XAYDNKui1,50,17,79
cSWX6efXFUbV4pVCzmblQucbMzR2,10,10,10
cZH1SgbPckNMVE4WeDdtBvEv8493,100,81,100
cnA0wRYRa7Ou4LdgG4jE7EwQEi13,50,50,50
dKDvojmVJ6Q4qfxvpXpBn2zGHBx1,95,0,90
dOxZ1MXsvNYeQ15W3cjduAdvQgj2,100,0,79
dUiSR3VrtNgxeoDhuv5VjOuBlkH3,15,0,50
det3ZngK5nMvPAENNAekw7nNIpn2,50,50,50
dfvtOAQ52FMiuAugiZ1w9PlVHaC3,50,50,50
dn5SsVqvAAfRP2yh71DP49qoJ9z2,100,30,75
dsIsUQejuHg2zezz9u7RKE8CknD3,50,50,50
e46nCGS0hsWMqVmoQx4HdjXQWO62,50,50,50
e9Bv9gOASqS0ogiW8Mn0RJXs5nI2,100,50,100
eSaUh5J6CRNDYikXNbzK2Qpzgvx2,18,74,100
epHRQ1cNn6PNMS3c1m5mShnyq832,79,50,73
ephCapCUJwb7i3Q6GKayJAIM4VJ2,90,20,70
evLCAEHmFSVICJz7dut2NmrAFEf1,82,20,72
fGCj4DrDwxbeb0ZGaZgI4iveN1u1,79,50,63
frlGSl0NCihH2wUhfeXEYtM8qMk1,50,50,50
g7WCXDXL3CYJF8pOV5iIEJaTAR93,20,90,10
g8eZf0d2J9VhEm8KfiJUUMeX0RM2,50,47,99
gNsGFBIO8TNs6pcrUDEHn4vhror1,50,50,50
gZVJ3L7wEMaNgYysimd3K12gTSG3,75,0,75
gkptajtsY9eArLqkVF50b55lJBx1,100,0,100
hAgCsnfSgncJcXnL6bGJzfEQDpz1,78,0,50
hKdC7BxO5kXqWoTl118LitL3sCk2,50,50,50
hPkNnOEpoXcP3B59XjytPYJOCsj1,50,50,50
hSfL2nvIKjTB9fS2dXH0gfEzoBJ3,50,50,50
haGSJWAXdlV0EZQ1isJlOC1ff0o2,70,90,58
hw9xRwgn1KXKWsKbPktXwac9m4A2,50,50,50
iBDFJWCISIgyXBu6VJKXRMKVocX2,60,20,80
iH3fna4hv4NlMQ3gZeTG97ScbPR2,100,50,100
iHiD8wh4f4hn733AuF1aCg5Hx0P2,74,45,31
iPUVmrSAT5PRWGR010VmohzT2NK2,50,50,50
icmRBtpVMyMozoZ8uXuHIvdYrXB3,50,50,50
ifIrj833N6NW16IAN81X6uGvkc03,50,0,84
ineWZ3otXZbS4RW3Or8F8Z8x4lu1,100,23,100
jAL5ST3GRaTyonnYnbC9KCAWOkj1,50,50,50
jE2r561mudTieLZpJGVRov9RENv1,100,50,100
jJUKPQ2gJeSrbw9wtOeTd0MTE6g1,78,85,90
jLxI1dIcclNxL8638r4oqIPOWcC3,50,50,50
jVep7MlhfCXJbuBx7zk0oCHkHgF3,50,0,50
jjGK39td2nTCJQPAuvewhTS598q2,76,50,50
jynWTkRUm8N2F3ybpTK2g9efJXj1,67,50,79
k1KZSrwKBKN0QbRSAEomFzSpcAc2,50,50,50
k7ljSqeW4FVOlfAGDcioM4TMKUc2,50,50,50
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,50,50,50
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,78,71,75
lUXe4jq4jvQWy40bHHwdITw4UiN2,75,75,50
lhG9PuGr94UfXBQsPFwCk95uETe2,74,72,100
mBZa8fq95pfhMe4XtrY7TwnpwLF2,50,50,50
mMFewXesS1bjmOJt3J1aYmpYExG3,97,27,71
mPp1INH05LSMeoaFbWnkk3WqeHI2,50,50,50
mcjWKmy2HQYP0Cvpx2c0L9ycfVn2,89,50,70
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,80,34,80
mqMl0U52MhOTp5aGyrOCEYHNryD3,100,100,100
msQ7HOfHuBRutUH18ercY3LuJ4v2,78,93,79
mv7gsASmOsVs1UzUBDaQbR1KXMM2,50,50,50
n7MTI7tHxGZV1DnrXQl6RhS16Ir1,50,50,50
nGwTYfMFm3ePk1hpLkwAyli5tsR2,64,50,87
nazQKfLWQOg4EDEE4W8ngOqb6UY2,50,25,70
nfjEEtW226cA4I5QGKVtedqLjX82,50,50,50
ngR4VnJGUgQajXXX4eJizIV4F2d2,50,51,83
nn3UmwCR2ChUXUeEVtkHKDfowQF3,100,0,100
nvkEyO1sO6R97f4IFJzKdLCrL1l1,80,50,60
o1Vwzl70lPMhOPUseB64nHQlRKK2,90,63,72
o6O602gITuMpEiI5txg1G1F08XR2,83,50,20
oAXuor9uu5SpLGvytzBYHI5V34u1,100,0,100
oFm0YUQTg4RVkADhSzI4MGus1N63,68,15,82
oNQjuZAfbPPnBY90qXIOa7zMRvS2,80,20,85
odq7NOwK5EhKm60uUlu8KQygJA13,50,50,50
olnsNV9nzSXnpBaOo1uMg9FOeBu2,100,100,50
omzzTLY9oQdmFqmzIYCqWT94qUv1,99,10,92
p6BvHemzZBOh4fu22v22cUmPytm2,42,50,50
p6f2lhUVZPT4Csi30jbaoVyyJVx1,100,0,50
pnoox2G9GwM3fEKcBfnrNnlwfTz1,76,29,82
qA2IZiUufmNBLx405c6OBWcwMWe2,0,0,100
qUlIb0INqTe5985u0u5IFVbYfAr2,50,50,50
qe5vZNO6Q5aiOgGVc9JED807Dx82,69,7,93
qi8zIzRo08MOyfDiVoRpJ0iaraJ2,53,0,64
qkxKalfJKlgTrUJSSiwJV39zLS32,80,0,50
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,30,31,61
riiBh17sb7bAw6mKf6A0UFQaHgI2,70,0,70
rl7qcLoLBUT1FtIkZ4hfLPoYzKo1,100,0,100
sMK2uGLMnIbTaM9JgBHpyyz2GR43,50,50,50
soacQKdMf4TqMiT73i9MzIgRMGq1,85,41,58
tAom7cbMxfhcCc5yWKbqeRZC2lD3,72,62,66
tFnCU6k7k0Z36GmpAN8l10rxc2L2,50,0,50
tTQp4JsE3Afy3r3o0S6qZXY5Sai2,50,50,50
tpeKjghvwpShMXDr6uIIakTTbby2,100,90,100
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,95,50,85
u1gUj8Wa50NnnFOSsTnRg27b1NN2,50,50,50
u6p86ogSslaUqDHsA9gyLocoYfU2,100,0,100
uCu9ZcUW9panQV17kxdT9StKkyr2,50,20,30
uDvREwIwisfkSRMBBkNDyeF6dVx1,50,50,50
uMC4hPMKOkabt48tNceHaDV3wQk2,50,25,75
uRILPq9uJpUYb0pyErL13IMqZKe2,100,0,75
uddnFroA38OZnWRfElyr03DG9l33,100,0,50
ulFkCslIYxVXXcVv3mecwuS5WeX2,80,4,80
uvQQylU7yNT2l9uyyPg0bMIRAIU2,87,40,87
uytrkcMqhHR3lI2Cp3jPAi31rBs1,50,50,50
uzmOFNpBuzddi95GCJmRzZ1NA7k2,50,20,50
vAfkZzmoUwO2CkaCjlGNnyomvOg1,100,3,64
vAmEoowur5bRdRzWhXQ4z3LGvoP2,50,50,50
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,58,23,49
vaHyrnMCc8c7PBUqPBEvjjBvzH72,50,0,50
vd13YKk60BfzcF44dSIMzCh3fQt1,100,0,100
vs8LHIugtgREmLf6s40pBLMYOZ22,50,50,50
vsvjbYj1IjXWyAhx82UQo2WQ4Mb2,58,76,12
w8yDY4YYeiVDQd52QwfuDFyOSfL2,100,100,100
wLNbHwruVNSC2E4co0O3RrjhVGj2,81,0,63
x2mz08nvNFRYbVaAy84SGktss412,50,50,50
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,100,20,50
xEdZEBUG4lO3zFRaCuScOOksC1e2,50,50,50
xNC06Dd54RdHHZo7Q7KceEMyh8E2,50,100,67
xdDTClkE4vYg52ukEXOlS3xCbXs1,50,50,50
xlOuLl8VR6SxwhgWAUFSRlBBSWF3,0,0,20
xy5dhVe9lAWZqFUt4zvhUwbknRp2,50,50,50
yDfGNaU9bhc67PCdq0Rhcn4JwoM2,50,68,50
yVcFPoPX8CYUwE8uTfGxfiR7ujG2,100,15,50
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,10,100,100
yy6e7VAHQaWO6K7wvPlvEdSSwuc2,50,50,50
zAOZeUS6HXOT0tI1efHttYDard82,50,50,50
zCSnxxPsuBTimDg3rpAFYJ6Nr4u1,80,71,98
zG3LUddeLGOUe1TNaTW78ZJau0t2,81,29,71
zKiWvnZ8joTKw91mJEghMegT3uf1,100,51,54
zafLNVGNJUa7DV9IiNKgrdb39Yh2,50,50,50
zffx0UGP7NQ4SYt2gQ84nOIJrTY2,50,10,78
zi1yZYaPsDW34Lil7c3xLr2rkav2,75,0,100
zoup9mM5GXMuyGpOLYLxhWwbcWA3,65,14,50
zyitLXViVeguz2zDP1Yv3gJYvP93,100,0,50
03IzuPDqCzOFTVbhxGpyrBeX9cG3,62,50,75
0CryCcvGxwS3I6k0cNzxmaw7evT2,100,0,100
0DcTJmq5QRfh9s0zxCKs8PgDInj2,100,0,100
0M3gymeqLjMLKCTfd5jJ5UgbX672,100,89,74
0O3cxgBwagVduwlMqk4U5x4byVx1,60,0,100
0OdYpDp1ydWGrvko0vEt1Gz34yg1,50,0,50
0PlCQKLLLIZUbNEX664AjrL0vrH2,90,0,40
0QvU2uaEprebnU9nVIQks2HmtPJ2,50,0,50
0hnuYr4YaZdTPOK7brJG8RU1EHo1,66,19,50
0iiCb5QkoTah0j9LQYKdTTzQ0O02,10,5,31
0nK1XPM7duMpSx3oHmm3xG4IheS2,50,0,50
11HOtbPb6qVIpQ9ist5re3gQkdI2,60,0,40
1Inidx3dN0QBub7rDXWxcHrMrR73,0,10,90
1RfGJNVgOURCNzdK1T2fTjjGLRc2,50,50,50
1V7cx3A9dkVYcIwSAVIwwz4ogNH3,81,10,10
1nGmZZehq9TLDuL9rOHT7FJbozh1,72,0,41
2KnJyp5hFpXjF7aJkDRnECiDLdH3,43,0,34
2Rmz8YjUuCfOJrBD1ORp5UNjwVe2,70,50,50
2b8vw8oAdSYkQ9J52JVz31tlkWK2,60,10,20
2sfnBAJ6RieNfZITOKpHDj1pOTG3,82,18,73
2xV55tGuiqY3h0KcaFN6QodJQy92,26,33,76
3OXreqEsh3asjptOppwtc2xW4lg1,71,21,21
3PkGrUoF3KhCMwz8IdytiPQ5jdn2,100,20,35
3pOVJI0GXKZ0k51wWKjdF6TgCGv2,85,3,84
3qNf1oV6wNcSQAQzvbw8YQz58s63,100,0,100
3rBdImc5ngXIis2yn3z9gTNx6wQ2,81,15,80
424GRnVGB3ZSU9gbU4Jxa5bFyvD2,100,0,100
4SYJYkXI6wYqtcOUI4J9wjnbyJS2,70,0,30
4UIOeeXOVMYtIH2rIiL5jJbNDsC3,100,60,80
55YJBg4gCCRRQrk2SkfZJAr21Bs1,15,70,71
5F5KLA0O07S35a2uKgjlHGLytQR2,50,50,50
5IHlWZpZ4rSrGZ9V1OreGJ5avpq2,100,0,100
5O6aT4lA72dSrBjS9HJAjm7olG42,95,0,80
5QjXQlXGjSdmJlpCr7xEjDqvhwY2,90,38,43
5YcccQl6LTUabZh0skMe2VT0S3Q2,70,2,74
5ogGcBfZ9oc337lI9p0WrNo9axx2,100,75,75
6Ex25HbVn0NeUIpENipzIewR3J03,61,50,74
6PtHbkelJcOq71GDosSRKOtU4CO2,100,0,15
6XyTs6nG2cZRYEbkGJpz7MKK9lO2,20,50,75
6gKBdEKbMfQaByVkcRZuGn9XXG52,70,29,60
6tQh1arr2nO6QemOP2Z4eh3fDjz2,50,0,0
70bXd5kvTzbQD8nvbb03hzKAmfm1,79,20,80
721bUllmdAOK7lqAQvFfDW7QjZC3,75,5,80
73Z0R1AclKchphn5NL0SGeP5i6o2,9,29,70
73vFlj6REzXrkFl9770sKtzGlTU2,94,0,90
7BOi0vrv94Zk8Qx7oIMrkxp6CF93,31,74,80
7J3K9WPP3hQqYIl8vxpdJTILmgf2,100,20,65
7ZX4rt6MrDZA5YZNs26o56uByaY2,76,73,74
7fgIyVl0dTanRBzK3RIYpojX0O33,100,0,75
7lWBdwnv4cdPwo7ty901loceLIw2,60,40,70
80yPKwvnx1ZqXmjP87duHooVEX72,27,29,72
8HD3Uox5sjYMUoZBipdo8qmVjoh1,87,0,100
8f4hPSalcDTc1hVLXFrim0zT74A3,10,0,55
8lRZCucCOQTIVZJXeMhipXVREfn1,72,21,61
8uCUQnsqODRQL5VQXldr6HvNy4p2,81,0,100
8vAfwBACWig7R5vx13kX0WqE4492,79,17,78
8xXHTnyTlJTBEGN4Xvn9mGvWmtJ3,30,5,50
98RrGdM2ZCfgSOSEoImUXE91PiX2,100,4,50
9GEU5d5muUhtPWPxhWW8St4lJbq1,100,0,77
9d9nRpuvicfIo3urNNqU5T8bznx1,90,20,70
9eCAOGgv3NMNlLMwPfRbuV5Rmf42,81,80,41
9pyHTwiQykYafXqpNVjfUcyPkug1,100,0,100
9r2ZhdJ2Bkg94djOUe0P10BlBNH3,50,50,50
9wqTSr1FBGevcN6eiOQFcD5Qt4d2,100,22,61
A62maN7C9STkVtZ0RnCoGGx3zrg1,69,70,96
B5Vtzo1WPfRpTKGv1aEdRkphw472,30,6,100
BBYS7Fc6PtXLFVLm8DyR3efi77l1,30,10,60
BNPvl3Lx5WMQKzII9DPYZ9OuIFn2,50,25,74
BTtxkW8LtIXIOZ1yZqf5wfrLPky1,100,0,100
Bv3IYpar1SblOY5cB8JrJrE0lJU2,50,51,100
CPN6s1fNp4Mo5t9xb32460pnBfC2,100,38,88
CmEw5vHfOsMYL6yRppnS4QsqkIN2,100,0,100
Cpe0aClIzOTcsPyoHn4CMgYJh4k2,81,50,50
Cri08DISlEVUJNNAknp124rHcDg1,30,0,20
DJ2Ybx6MoEbD0Uv71hCMNhkeJAd2,50,19,50
DK3WNZI6kAcLLY6FHnspwSEvp1s2,50,0,50
DeK5OEUzKocJlEmO0ZiUtAzLypI3,62,21,66
DjZpC4MXnSewEZoWT979KB0e2Vr1,20,10,50
EDEHLv1SE7NKyLCzyJJxNxG8VR43,100,0,50
EFO8EJWjAnTIdWtSdvUSQha4Ldu1,68,5,60
EJ1QH1j9p4WbLfNFEfFcgHnhV4w1,50,0,50
EJB4puL9HWVco7x5pkf8BjPRlFf2,100,61,50
EST7w6gmxRY1nuzywYL4JNI5MiQ2,75,0,75
EVSyz2TrgGhvVg7CbzzRDsknRYS2,50,0,100
EkfFiq9RMITtnGFkDiPdZqpSEUe2,16,21,50
F4G5GluLW6gpZ50ihAEOBHZZEsl2,15,0,0
FDpI68Zayua0uLNzCpaVsrPLyqv2,60,0,80
FQSy9NjD78azQJbD6huTcKO2hcD3,75,76,73
FgI1my38hbYBOaZuVyOn3HPWgLN2,85,5,70
Fj897pkNhgcCIfFWIeLWaRwJmyw2,60,0,40
FlqVzcmCB4c9j2wcHTCq1vAutTn2,57,58,100
FlzhCLYmmBY9V19cksNWBRP0wuA3,100,100,100
FupYZDuev2gi4ukV71O3EJXS0mf2,0,0,0
G5VCEgUpVYROg407fB89KTmAuT03,55,50,81
GACkt0XHxwbBB172dzp5Ud8kp8D3,53,0,15
GBMeEb7QZkSHlAam4ocef6dx9H83,50,0,14
GJU3OdwznFhoRsxnfeiieBzTnxC3,50,50,50
GRPZCPo9clZ83ZJhLFyGi3Vcape2,71,10,79
GS83mzbllzOLunFnA1O3RmThCTp2,20,20,60
GZhfmqjRW7OCgY6Tt7ByEinUFKX2,84,0,84
GeHY21HHlAOFKFUvfDrP3n3pTWn2,76,0,75
GnlX8Lxi5jS6adMtCXWTccBc4FA3,78,34,79
H3MVhBd0iicEoSFRxmsmNgP7G8Z2,62,20,50
HLGvnYgBTbPx1ArBNfWBOaI2JJh2,100,0,50
HLprcTnu4Oa6c0O8xg9Rr4sJ94t2,4,20,20
Hk9JRNXJ3thSRcH7rI9B6qABTf62,71,21,4
HspooB8DSxQWQmCIyzoFhJRc83H3,20,0,80
HusbH14HKpSf59a0abpNcjsCUu43,72,5,73
HvJ6XUC1KRVjai2VYV5bxR1bdUC2,10,10,80
I0Qq6IUWWFTyQY8OrN7i5SKvUlr1,94,0,69
I337cKBZADSZzSRBbzCANHF6Rwx1,36,10,75
I8ejOqLmh1T9AgbfBDO0DFvQKP12,80,0,50
IEOkuudshRRHmYwaECa49yNfkCW2,25,60,30
IOvhiNCQm8YM4RiML4uAiq5i0q92,100,50,79
JDBErWk2SfYAwcaML7S65BZQWXn1,64,0,100
JLOgW9DUcwMPwKfQndLA6jYOSoo2,92,39,66
JRn6jt8KyJXf22HOiq3UGAqTZsv1,69,0,19
JeeYTzoKNzMBoL64JR2RJU9NgGg1,90,10,10
JnIefkxDjEWRHphLEKvX12PZ9Th2,30,0,50
K009pGSqumOqAMHOoP66uWBxcS23,100,0,60
K2h4lRwvBQbyiPnYAEgfD2LB0203,67,14,50
KJQKVIc5VGZOjuyqni0LYj6H2Dj2,80,20,70
Kj8KqeQPGEhXdyq3RbpTRSYRUIG3,100,18,45
KuIWLlIXX8VHFEZt0LIs55gJZF72,0,0,100
KwEYI6kV0jY6icltnVK40VM7ibt1,93,50,78
L5SZBZVNlAWPHpdILE4fwEaTZpM2,21,31,15
L6DVb3jkpwT86ItQtUpeSyjucvU2,10,10,80
LORFt9Q05Pe3rEtEzjy7GOC8rjB2,65,34,80
LYYtyob7zBTsUdKLpIzTLSJIcxy2,88,86,76
LdHCft8CH9cWnNknrL6IFZAE7cH3,80,0,60
LeAatax1xCYGly6gS32PeN6einm1,20,0,100
LqyHiL0wmqWcPwEgi17TvGoxGTl2,50,50,50
LyFmHN1JFYWuYLffGAsYMBuOB0B2,30,23,76
Lyh2zPLw44WOHsSTsfNf8fHGgeC3,100,87,21
M8i50O7uUFQ7qIo2RCmu8nKdtsu1,50,50,50
MAMKnqxxiTdYw56jr4XLUSVFpNE2,71,0,75
MHRfmW5ykxO3IaF7gdOsYDCt8CH3,100,0,50
MNEA3olvTzghgaYCumJaTSZ8P3C3,100,0,100
MfQll20ZNnPeGP1kN6PZue91V672,80,34,80
Mo4Z103REoMngtw30BorDEGV8Z02,50,0,50
MpKzqBBnSEcrw338KuUsgRygRUX2,66,0,89
MyfTwo7k0rMg9M2ZYewrsn2p34D3,76,77,71
N3BSSUHiB2dhaIWnx1F8uuILRXM2,32,29,75
NGYy2gEF1YfG4ImMh8BKRTCzkj53,87,50,80
NK5neXKi5qa1lubqiYpg297D3lB3,80,10,79
NQBxZihI4XXUFUf1XFGIBFMH6Cl2,83,24,56
NRWQjCl8qlcNOj815mPY0Qu8yT22,59,0,85
NVx4l5at93gE78R7y7J7CjkYtS52,0,60,40
NZEoVpwqlUYxoaNqnYu0cWErvhm1,100,0,80
Ne8K8FW0xkhGPN8a9mExN9HJap52,50,0,25
Nf4UPG3RghbPreYywqe2ppmDkaF3,50,50,50
NhY8pTG71hOSCOyNddi0bazAglY2,100,26,68
NlHH6ptRU1fy6YvqB064J6r2Hxc2,66,0,100
Nqja0sAgIHfofr89bE8qnLxl3s43,100,11,50
NvEdshEdhrMUR7vUCLuT6321TPC2,71,20,100
NwqJipShFrdp05QHRa0BI3ydENC2,80,0,71
O7LPhFTVFfXpFNS7LxNVCoMxyti2,65,0,81
OPByLunIDgWwIizJgB5M6qA1or52,100,0,70
Od80uy49GKTPKh0uoFgyTRBsJpI2,23,11,75
OzfgJiMvHDOxfAJHSbDoswpvsq82,26,70,85
P3cM2MNhWONxH8kGhl8gdTqaqqJ3,25,0,50
P9WtU8GWeeUjPeN0U3oCZv7eAbW2,80,70,20
PMC7uS2Tx1PaJtojRgPjLAAGGMx2,80,15,47
POFsuXnaeuQdzS7UbuCM5ETqI5j2,59,0,77
PjtSciWpbtXLs28DLHHFDXqFms63,100,80,81
Pkd1RgJQFWYGWhQXhDBmVq5PS243,71,10,80
PpKuvsqDUcXzGFWXUu4KPuXFIGI3,37,0,100
PsdOo0Efr3QnhL97f5kAqkcu47s1,76,74,100
QCwvGzJoTSQNpdvrXJhVYxAv97j1,40,0,50
QMJMgAg6pqOOKWuidq4QJGBAhmd2,70,80,80
QyGmQndxvaVZFcXtcD1ayewE8Vz2,50,0,50
R4vjvLMNibhLUx8VNJpup6kRNfB3,22,10,60
RFhfGbORmrhBdnqI4z2BUWYEoEQ2,80,10,80
RLTtTMbmuuPihvwrksL5rgLQ0Ut2,90,0,0
RLxA6FrhZHSWwQaLOnqjY91F0ZA2,100,10,44
RP54FltJrITNAEnyAoe2lsntwLQ2,10,0,66
RVLW6qj0XLXaeo4IwN7FnKCu56y1,100,100,86
SDRaRa0xGLN4yaa7z9IKwQmjeds1,90,69,99
SHbdj4MQ22YA9HPS2GYNymvLKG13,39,81,90
SNUeCUazdeV3KjPrZS4zQNxy1wT2,50,0,100
SPOB0TXONBYEwHMzRNHmwRMlRap1,50,72,73
SPVxCPagw4Rt7JmbEO4Gv4NHJrJ3,34,16,10
SWJvZH2rfXhoOL3R8nW4uVAf8Zc2,100,0,79
SecSerCIe2cPi5xJohxT1S0MpW13,100,0,0
StG9WqMRCNfVXuVq46uCF1qP2cE3,100,34,50
Szbe5hPIdeNEgJeFK687B1sT1De2,0,26,95
T21ytbawrYb0vHRLjiGnhGKyyqE3,75,10,80
TFFvJZQED7VoSXZGzPlwU6vVi7s2,100,15,75
TdlCQ0X9BIZuYt97984x9c1DvBz2,100,20,100
TfNiuJYLCFWCR2wq5gGUDfGuKr03,70,30,80
TttvfZLoCJMix4Wwk1LqBJVz6qI3,10,100,100
U39FZ3rPkTSYblvO1VeYR5eZ4iQ2,100,0,50
U9HaAp8gCmS1GmAo8GKuY6uWV2I3,81,17,77
UJ5jfxpP3eXQ5bfge28f5oJHrE93,63,30,67
UVc9We3Czbe1sqmTY05CZ1nynaS2,29,50,81
UWWeU1pRV7XFI4YJaq8W6Rwz2fs1,100,0,100
