legid,activity
#23:18074,Cycling
#24:18032,Listening
#24:18032,Talking
#24:18032,Accompanying
#23:18069,Cycling
#24:18022,Cycling
#25:17997,Browsing
#25:17997,ReadingPaper
#23:18157,Browsing
#23:18157,Listening
#23:18157,ReadingPaper
#23:18157,ReadingDevice
#22:18126,Listening
#22:18138,Walking
#22:19783,Listening
#23:18089,Accompanying
#24:19006,Cycling
#24:19006,Talking
#24:19006,Accompanying
#24:19410,Cycling
#25:18007,Cycling
#23:18128,Cycling
#23:18128,Thinking
#25:18049,Listening
#25:18049,Driving
#22:18130,Cycling
#22:18130,Accompanying
#22:18151,Listening
#22:18151,Talking
#25:17990,Talking
#25:17990,Accompanying
#23:19171,Cycling
#23:19171,Thinking
#24:19124,ReadingPaper
#24:18995,Talking
#22:18122,Listening
#23:18093,Listening
#23:18093,Thinking
#23:18285,Walking
#23:18285,Accompanying
#24:18050,Accompanying
#24:18050,Cycling
#24:18059,Accompanying
#24:18059,Talking
#24:18088,Cycling
#24:18366,Cycling
#24:18058,Listening
#25:18058,Browsing
#22:18177,Cycling
#22:18177,Talking
#22:18177,Thinking
#24:18111,Browsing
#24:18111,Listening
#24:18718,Cycling
#23:18119,Listening
#25:18104,Talking
#23:18122,Thinking
#23:18122,Cycling
#25:18026,Cycling
#25:18026,Talking
#25:18026,Accompanying
#24:18112,Listening
#24:18112,Browsing
#24:18112,Walking
#23:19751,Listening
#22:18153,Cycling
#25:19368,Cycling
#24:18081,Walking
#23:18129,Eating
#23:18129,Other
#23:18172,Cycling
#25:18324,Cycling
#25:18324,Thinking
#24:18098,Cycling
#24:18098,Talking
#24:18098,Accompanying
#24:18098,Thinking
#22:18323,Cycling
#24:18148,Listening
#25:18216,Cycling
#25:18216,Listening
#22:18191,ReadingDevice
#25:18063,Cycling
#25:18063,Thinking
#24:18178,Cycling
#24:18178,Browsing
#24:18178,Other
#24:18277,Cycling
#24:18277,Thinking
#24:18156,Cycling
#24:18115,Cycling
#23:18360,Talking
#23:18360,Accompanying
#22:18199,Cycling
#22:18199,Thinking
#22:18301,Thinking
#25:19092,Browsing
#25:19092,Listening
#25:18176,PersonalCare
#25:18176,Cycling
#24:18804,Cycling
#23:18219,Accompanying
#23:18219,Cycling
#25:18096,Cycling
#25:18096,Listening
#25:18096,PersonalCare
#23:18863,Cycling
#24:18166,Cycling
#22:19490,Cycling
#25:18787,Cycling
#25:18787,Listening
#25:18787,Talking
#25:18787,Accompanying
#25:18787,Thinking
#25:18085,Accompanying
#22:18231,Cycling
#22:18231,Thinking
#25:18171,Cycling
#22:18215,Cycling
#23:18183,ReadingPaper
#23:18173,Thinking
#29:5025,Thinking
#24:18180,Cycling
#22:18428,Cycling
#22:18428,Accompanying
#23:18676,Cycling
#22:18300,Cycling
#23:18195,Thinking
#22:18235,Cycling
#23:18739,Cycling
#23:18739,Thinking
#23:18739,PersonalCare
#24:19007,Cycling
#24:19007,Thinking
#23:20301,Cycling
#23:20301,Accompanying
#24:18310,Cycling
#24:18310,Thinking
#24:18127,Other
#23:18202,Listening
#25:18728,Talking
#25:18728,Driving
#25:18106,Cycling
#25:18106,Thinking
#23:18200,Cycling
#23:18226,Listening
#23:18226,Talking
#23:18226,Accompanying
#22:18233,Cycling
#22:18233,Thinking
#28:5084,Accompanying
#25:18098,Cycling
#22:18243,Cycling
#22:18243,Thinking
#24:18143,Cycling
#23:18442,Listening
#22:18446,Cycling
#23:18256,Cycling
#23:18199,Cycling
#23:18199,Thinking
#22:18258,Cycling
#22:18258,Thinking
#24:18155,Thinking
#24:18325,Cycling
#24:18325,Thinking
#24:18296,Cycling
#25:18129,Walking
#22:18335,Cycling
#25:18280,Browsing
#25:18293,Accompanying
#22:18884,Walking
#22:18884,Thinking
#24:18373,Accompanying
#24:18210,Walking
#24:18210,Accompanying
#24:18210,Talking
#27:5155,Accompanying
#24:18184,Accompanying
#24:18805,Walking
#24:18805,Thinking
#25:18199,Thinking
#22:19284,Accompanying
#25:18160,Walking
#22:18463,PersonalCare
#23:18224,Accompanying
#23:18224,Talking
#22:18265,Eating
#25:18169,Cycling
#22:18268,Eating
#22:18270,ReadingPaper
#23:19055,Walking
#23:19055,Thinking
#23:19055,Talking
#25:18966,Walking
#25:18966,Talking
#25:18966,Thinking
#25:18966,Accompanying
#22:19088,Walking
#22:19088,Talking
#22:19088,Thinking
#23:19056,Walking
#23:19056,Talking
#23:19056,Thinking
#24:18233,Cycling
#24:18179,Walking
#25:18143,Listening
#24:18206,Talking
#24:18206,Accompanying
#24:18206,Thinking
#25:18428,Talking
#25:18428,Accompanying
#25:18428,Eating
#24:18911,Cycling
#24:18204,Walking
#24:18204,Eating
#24:18204,Thinking
#24:19204,Accompanying
#25:18146,Eating
#22:18279,Cycling
#22:18388,Walking
#25:18177,Walking
#25:18177,Accompanying
#24:18185,Cycling
#24:18185,Listening
#24:18185,Thinking
#25:18220,Cycling
#22:18432,Walking
#22:18278,Accompanying
#22:18278,Talking
#24:18328,Talking
#24:18328,Accompanying
#25:18151,Eating
#22:18313,Walking
#22:18286,Relaxing
#22:18451,Driving
#22:18886,Walking
#22:18886,Thinking
#24:18629,Walking
#25:18205,Listening
#25:18205,Walking
#24:18329,Talking
#23:18656,Talking
#22:18440,Cycling
#22:18440,Thinking
#23:18267,Walking
#23:18415,Other
#23:18261,Cycling
#23:18261,Listening
#22:18850,Thinking
#23:19251,Cycling
#24:18231,Cycling
#29:5050,Relaxing
#29:5050,Browsing
#22:18534,Accompanying
#22:18534,Thinking
#25:18219,Cycling
#23:18359,PersonalCare
#23:18359,Thinking
#25:18179,Cycling
#25:18179,PersonalCare
#25:18179,Thinking
#25:18179,Listening
#23:18268,Cycling
#23:18268,Thinking
#25:18262,Cycling
#25:18262,Thinking
#26:5183,Talking
#25:18965,Cycling
#24:18221,Cycling
#28:5087,Talking
#22:18371,Cycling
#25:18198,Cycling
#25:18198,Eating
#22:18299,Cycling
#24:18299,Accompanying
#25:18315,Relaxing
#25:18315,Accompanying
#25:18315,ReadingDevice
#25:18276,Listening
#25:18276,Talking
#22:18331,Cycling
#22:18331,Listening
#23:18299,Cycling
#23:18299,Listening
#23:18286,Cycling
#23:18286,Thinking
#22:18508,Cycling
#22:18508,Thinking
#22:18709,Cycling
#22:18709,Thinking
#24:18365,Cycling
#24:18365,PersonalCare
#25:18323,Browsing
#25:18323,ReadingDevice
#25:18323,Relaxing
#25:18323,Thinking
#22:18445,Cycling
#22:18445,Talking
#22:18445,Accompanying
#23:18413,Walking
#23:18413,Accompanying
#23:18413,Talking
#24:18452,Cycling
#25:18729,Accompanying
#25:18207,Cycling
#25:18207,Thinking
#24:18353,ReadingDevice
#23:18295,Cycling
#25:19091,Browsing
#25:19091,Listening
#25:19091,PersonalCare
#23:20392,Walking
#25:20303,Cycling
#25:20303,Talking
#25:20303,Accompanying
#24:18830,Listening
#24:18830,Cycling
#24:18830,Thinking
#25:18307,Cycling
#24:18266,Thinking
#24:18266,Talking
#24:18266,Accompanying
#25:18257,Cycling
#24:18300,Cycling
#24:18239,Walking
#25:18273,Cycling
#25:18273,Accompanying
#25:18309,Accompanying
#24:19704,Accompanying
#25:18234,Accompanying
#25:18234,Walking
#25:18234,Talking
#23:18334,Accompanying
#23:18334,Cycling
#23:18334,Talking
#28:5106,ReadingPaper
#23:18424,Thinking
#23:18424,Cycling
#25:18306,Thinking
#22:18327,Listening
#25:18317,Thinking
#22:18442,Cycling
#22:18442,Thinking
#22:18452,Cycling
#25:18356,Cycling
#22:18360,Cycling
#22:18466,Cycling
#22:18466,Thinking
#22:18466,PersonalCare
#24:18692,Cycling
#24:18692,Thinking
#25:18224,Cycling
#25:18224,Thinking
#24:18454,Cycling
#22:18390,Accompanying
#22:18390,Cycling
#22:18390,Talking
#22:18380,Cycling
#23:18729,Cycling
#23:18729,Thinking
#22:18358,Cycling
#22:18358,Thinking
#22:18477,Walking
#22:18477,Accompanying
#24:18918,Thinking
#22:18395,Talking
#22:18395,Accompanying
#23:18378,Cycling
#23:18378,Accompanying
#23:18677,Accompanying
#22:18441,Cycling
#22:18441,Thinking
#24:18308,Talking
#22:18424,Accompanying
#24:18367,Cycling
#23:18409,Listening
#23:18409,Cycling
#23:18781,Cycling
#24:18394,Cycling
#24:18394,Talking
#24:18394,Accompanying
#24:18394,Eating
#23:18407,Cycling
#23:18407,Thinking
#22:18414,Accompanying
#24:18349,Cycling
#25:18408,Accompanying
#25:18408,Listening
#24:18425,Talking
#24:18425,Walking
#22:18412,Accompanying
#22:18412,Talking
#23:19126,Walking
#25:19543,Accompanying
#23:18441,Cycling
#22:18998,Cycling
#23:18399,Walking
#23:18399,Talking
#22:18873,Cycling
#25:18599,Accompanying
#25:18599,Talking
#22:18458,Cycling
#25:18588,Accompanying
#23:18408,Accompanying
#24:19413,Accompanying
#23:18740,Cycling
#23:18740,Thinking
#22:18821,Other
#25:18749,Cycling
#25:18352,Cycling
#25:18352,Thinking
#24:18383,Talking
#24:18383,Accompanying
#25:18338,Cycling
#23:18435,Cycling
#23:18446,Cycling
#23:18446,Accompanying
#23:18446,PersonalCare
#24:18803,Listening
#25:18357,ReadingDevice
#23:18499,Driving
#23:18499,Accompanying
#23:18444,Talking
#25:18584,Cycling
#25:18584,Listening
#23:18457,Browsing
#23:18473,Cycling
#24:18410,Walking
#23:31947,Cycling
#24:18445,ReadingPaper
#24:18450,Listening
#24:18450,Cycling
#24:18450,Thinking
#22:18518,Accompanying
#25:19037,ReadingPaper
#25:19037,Browsing
#24:18682,Cycling
#24:18682,Thinking
#24:18745,Thinking
#24:18745,Other
#22:18936,Cycling
#22:18936,Thinking
#23:19179,Listening
#23:19179,Browsing
#23:19179,Thinking
#23:19179,PersonalCare
#24:18468,Talking
#24:18468,Accompanying
#25:18427,Talking
#25:18427,Accompanying
#25:18735,Walking
#23:18821,Other
#23:18476,Cycling
#23:18476,Thinking
#25:18404,Walking
#25:18404,Thinking
#25:18393,Accompanying
#25:18393,Driving
#25:18393,Thinking
#24:18790,Driving
#24:18790,Listening
#24:18790,Thinking
#23:18691,Cycling
#24:18627,Cycling
#23:18699,Cycling
#22:20426,Cycling
#22:20426,Thinking
#24:18440,Cycling
#22:18943,Accompanying
#22:18943,Talking
#25:18392,Cycling
#25:18392,Thinking
#24:18447,ReadingPaper
#24:18447,Thinking
#22:18726,Accompanying
#22:18726,Talking
#22:18726,Cycling
#22:18772,Cycling
#22:31454,Cycling
#22:18692,Cycling
#22:18837,Cycling
#22:18837,Accompanying
#22:18949,Walking
#22:18812,Cycling
#22:18812,Thinking
#25:18402,Accompanying
#25:18402,Talking
#25:18402,Walking
#22:18520,Cycling
#24:18693,Cycling
#24:18693,Thinking
#25:18410,Thinking
#23:18511,Walking
#23:18511,PersonalCare
#23:18511,Other
#22:18702,Cycling
#22:18702,Accompanying
#25:18429,Cycling
#25:18429,Thinking
#23:18492,Cycling
#23:18492,Thinking
#24:18446,Cycling
#24:18446,Accompanying
#22:18736,Cycling
#22:18803,Browsing
#22:18528,ReadingDevice
#22:18526,Cycling
#22:18526,Thinking
#23:18665,Cycling
#22:18529,Accompanying
#22:18524,Walking
#22:18524,Thinking
#25:18407,Walking
#25:18767,Thinking
#25:18767,Listening
#22:19090,Thinking
#24:18470,Walking
#23:18694,Cycling
#23:18694,Talking
#23:18694,Thinking
#25:18566,Walking
#22:18731,Cycling
#22:18731,Talking
#22:18731,Accompanying
#23:18658,Listening
#25:18570,Cycling
#22:19429,Walking
#22:19429,Accompanying
#24:18648,Cycling
#24:18648,Talking
#24:18648,Thinking
#23:18678,Cycling
#22:18707,Cycling
#24:18664,Walking
#23:18692,Cycling
#25:18608,Accompanying
#24:18652,Accompanying
#22:18717,Listening
#25:18598,Accompanying
#25:18598,Talking
#23:18801,Walking
#23:18801,Talking
#23:18801,Accompanying
#23:18801,Eating
#22:18857,Cycling
#25:18595,Listening
#22:18730,Accompanying
#22:18730,Eating
#24:18880,Cycling
#22:18737,Cycling
#22:18737,Thinking
#23:18685,Listening
#23:18789,Cycling
#23:18789,Thinking
#24:18643,Walking
#24:18643,Talking
#25:18815,Cycling
#25:18913,Browsing
#24:18674,Listening
#24:18674,Walking
#24:18674,Browsing
#25:18610,Accompanying
#24:18658,Cycling
#24:18717,Cycling
#22:18741,Accompanying
#28:5183,Other
#23:18832,Cycling
#23:18832,Talking
#23:18832,Thinking
#23:18832,Other
#23:19001,Talking
#23:19001,Accompanying
#23:18761,Walking
#23:18761,Thinking
#22:18937,Cycling
#24:24792,Thinking
#23:18947,Cycling
#23:18947,Accompanying
#22:20429,Cycling
#24:18742,Cycling
#24:18742,Thinking
#24:18742,Accompanying
#24:18742,Cycling
#22:18770,Talking
#22:18770,Accompanying
#22:18770,Walking
#25:18816,Cycling
#23:18737,Thinking
#24:18900,Walking
#25:18715,Relaxing
#25:18715,Accompanying
#25:18715,Talking
#25:18641,Cycling
#25:18793,Accompanying
#25:18793,Cycling
#25:18781,Cycling
#22:18824,ReadingDevice
#23:19059,Cycling
#23:19059,Thinking
#23:21747,Accompanying
#22:18773,Cycling
#22:18773,Thinking
#23:18810,Cycling
#29:5156,Accompanying
#22:32551,Other
#25:18653,Cycling
#23:18850,Thinking
#23:18850,ReadingDevice
#23:18850,Eating
#22:18826,Thinking
#22:18826,Listening
#25:18668,Listening
#25:18668,Cycling
#23:18956,Walking
#24:18708,Accompanying
#24:18708,Talking
#24:18722,PersonalCare
#25:18676,Thinking
#24:18716,Cycling
#24:18716,Thinking
#25:18771,Walking
#25:19099,Walking
#25:19099,Thinking
#25:18679,Cycling
#23:18969,Cycling
#23:18969,Thinking
#23:18763,Cycling
#24:18866,Walking
#25:18738,Cycling
#25:18692,Cycling
#23:18772,Cycling
#23:18772,Thinking
#22:18897,Cycling
#22:18853,Cycling
#23:19128,ReadingPaper
#23:19128,Browsing
#22:18938,Cycling
#25:18673,Cycling
#23:19178,Listening
#24:18749,Cycling
#24:18865,Accompanying
#24:18865,Talking
#24:18774,Talking
#23:18837,Cycling
#23:18837,Thinking
#22:18988,Walking
#24:19012,Cycling
#22:18801,Cycling
#22:19031,Accompanying
#22:19031,Thinking
#25:18671,Cycling
#25:18671,Talking
#25:18671,Accompanying
#25:18671,Eating
#22:18915,Listening
#22:18915,Driving
#24:19142,Cycling
#24:19142,Thinking
#22:18809,Listening
#22:18809,Watching
#22:18809,Talking
#22:19349,Cycling
#23:18777,Cycling
#24:18751,Thinking
#24:18751,Cycling
#23:18770,Listening
#25:18789,Accompanying
#23:18883,Accompanying
#24:18792,Cycling
#24:18792,Thinking
#24:19151,Accompanying
#24:19151,Talking
#22:18838,Cycling
#22:18838,Thinking
#24:19130,Listening
#23:18865,Listening
#23:18822,Talking
#23:18822,Accompanying
#23:18822,Eating
#23:18871,Accompanying
#23:18871,Talking
#23:18871,Cycling
#22:18817,Cycling
#22:18817,Thinking
#22:18814,Eating
#24:18874,Cycling
#24:18874,Accompanying
#24:18950,Accompanying
#24:18950,Browsing
#23:19191,Accompanying
#23:19191,Talking
#22:18901,Cycling
#25:30700,Accompanying
#25:30700,Walking
#25:30700,Talking
#24:19981,Talking
#24:19981,Listening
#25:18788,Talking
#25:18788,Accompanying
#24:33359,Accompanying
#23:18824,Accompanying
#23:18824,Talking
#22:18980,Cycling
#24:18864,Thinking
#22:18957,Cycling
#22:18957,Talking
#22:18957,Accompanying
#22:18957,Eating
#22:19565,Cycling
#22:18899,Accompanying
#22:18899,Talking
#22:18899,Eating
#23:19155,Talking
#23:19155,Accompanying
#25:18741,Accompanying
#25:18741,Talking
#25:18822,Thinking
#23:18845,Talking
#24:18791,Walking
#24:18791,Accompanying
#24:18791,Talking
#25:19087,Browsing
#22:18920,Accompanying
#25:18834,Accompanying
#25:18834,Cycling
#23:19208,Cycling
#25:18970,Cycling
#25:18776,Driving
#25:18776,Listening
#23:22066,Thinking
#25:18801,Accompanying
#25:18801,Talking
#24:19152,Accompanying
#24:19152,Talking
#23:18902,Accompanying
#24:18845,Cycling
#24:18845,Thinking
#25:18818,Cycling
#25:18818,Thinking
#22:18982,Cycling
#22:18982,Accompanying
#23:19509,Accompanying
#23:19509,Talking
#23:19509,Driving
#23:19509,Thinking
#24:19513,Cycling
#24:19513,Talking
#24:19513,Accompanying
#25:18984,Talking
#25:18984,Accompanying
#25:18984,Thinking
#23:18904,Walking
#23:18904,Accompanying
#23:18930,Cycling
#29:5282,Thinking
#24:18903,Cycling
#24:18903,Accompanying
#25:18829,Thinking
#25:18829,Cycling
#23:19030,Listening
#23:19030,Driving
#23:19030,Thinking
#23:18925,Walking
#24:18905,Cycling
#24:18905,Thinking
#25:18880,Listening
#25:18880,Accompanying
#23:18953,Cycling
#24:18899,Cycling
#24:18899,Listening
#23:18934,Cycling
#23:18934,PersonalCare
#23:18934,Thinking
#22:18997,Accompanying
#22:18997,Talking
#24:19073,Accompanying
#22:18985,Cycling
#22:18985,Thinking
#22:18978,Walking
#22:18978,Accompanying
#22:18978,Eating
#23:18951,Accompanying
#23:18951,Talking
#23:18951,Walking
#23:18951,Eating
#22:20059,Accompanying
#25:18858,Driving
#25:18858,Accompanying
#22:19002,Accompanying
#22:19002,Listening
#24:19834,Cycling
#25:19792,Cycling
#25:19792,Accompanying
#22:18986,Cycling
#22:19062,Cycling
#22:19062,Thinking
#23:19190,Accompanying
#23:19190,Cycling
#23:19026,Accompanying
#23:19026,Talking
#23:19026,Cycling
#24:19514,Cycling
#24:19514,Talking
#24:19514,Accompanying
#24:18953,Accompanying
#23:18954,Thinking
#23:18954,Cycling
#24:19121,Cycling
#22:19538,Cycling
#25:19016,Thinking
#23:18972,Listening
#22:19223,Cycling
#22:19223,Accompanying
#22:19009,Accompanying
#24:18924,Cycling
#24:18924,Accompanying
#24:19224,Cycling
#24:19224,PersonalCare
#24:18978,Walking
#24:18978,Talking
#24:18978,Accompanying
#23:20411,Listening
#22:19138,Thinking
#27:5280,Thinking
#22:20032,Accompanying
#25:18890,Cycling
#25:18890,Talking
#25:18890,Accompanying
#23:19046,Talking
#23:19046,Accompanying
#23:19046,Driving
#23:19046,Eating
#23:19033,Cycling
#25:19472,Cycling
#23:19152,Talking
#23:19152,Accompanying
#22:19022,Walking
#22:19022,Accompanying
#25:19284,Talking
#25:19284,Accompanying
#25:19284,Thinking
#23:19291,Cycling
#23:19049,Cycling
#23:19049,Thinking
#24:18944,Listening
#24:18983,Other
#24:33793,Accompanying
#22:19177,PersonalCare
#22:19177,Thinking
#22:19177,Cycling
#25:18920,Cycling
#25:18944,Walking
#25:18944,Accompanying
#25:18944,Talking
#25:20332,Listening
#23:19002,Accompanying
#23:19002,Talking
#23:19002,Thinking
#22:19162,Walking
#22:19162,Eating
#22:19162,Thinking
#22:19162,Accompanying
#23:19681,Cycling
#24:19095,Thinking
#24:19095,Eating
#25:19371,Relaxing
#25:19371,Accompanying
#25:19032,Accompanying
#24:19032,Cycling
#23:19034,Accompanying
#24:19001,Walking
#24:19001,Talking
#24:19001,Accompanying
#28:5305,Relaxing
#25:18967,Walking
#25:18967,Talking
#25:18967,Accompanying
#24:18999,Talking
#24:18999,Accompanying
#23:19340,Cycling
#23:19340,Thinking
#25:18990,Cycling
#25:18941,Driving
#25:18941,Listening
#24:19070,Accompanying
#24:19070,Talking
#24:19070,Cycling
#25:19070,Accompanying
#23:19106,Thinking
#23:19132,Cycling
#23:19132,Other
#23:19132,Thinking
#24:19036,Accompanying
#23:19156,Thinking
#24:19002,Accompanying
#23:19752,Listening
#25:19307,Accompanying
#25:19307,Cycling
#23:19052,Walking
#23:19052,Accompanying
#25:18940,Cycling
#25:18940,Talking
#25:18940,Accompanying
#25:18973,Accompanying
#23:19045,Thinking
#24:18985,Walking
#24:18985,Accompanying
#24:18985,Talking
#23:19689,Accompanying
#23:19689,Talking
#24:19139,Accompanying
#24:19139,Talking
#23:19160,Accompanying
#25:19028,Accompanying
#25:19028,Talking
#23:19076,Accompanying
#23:19076,Cycling
#24:19221,Cycling
#24:19004,Walking
#24:19004,Talking
#22:19081,Accompanying
#24:19414,Accompanying
#24:19102,Cycling
#24:19102,Browsing
#24:19102,Talking
#24:19102,Eating
#24:18997,Browsing
#24:18997,Accompanying
#24:18997,Talking
#24:18997,Cycling
#22:19078,Listening
#23:19072,Other
#25:18958,Cycling
#22:19079,Cycling
#25:19080,Accompanying
#25:19080,Talking
#25:19080,Walking
#23:19108,Talking
#23:19108,Other
#22:19189,Listening
#24:19113,Accompanying
#24:19113,PersonalCare
#24:19113,Thinking
#22:19201,Accompanying
#22:19201,Talking
#24:19220,Cycling
#24:19144,Accompanying
#24:19144,Thinking
#24:19029,Thinking
#24:19029,Browsing
#24:19029,Talking
#24:19029,Eating
#24:19029,Walking
#24:19014,Accompanying
#25:19061,Cycling
#25:19061,Accompanying
#25:19061,Talking
#24:19005,Cycling
#24:19005,Accompanying
#24:19005,Talking
#25:19046,Cycling
#25:19046,Accompanying
#25:19202,Cycling
#25:19549,Cycling
#25:18964,Accompanying
#25:18964,Walking
#25:18964,Talking
#25:18964,Thinking
#24:19044,Cycling
#24:19044,PersonalCare
#23:19187,Talking
#23:19187,Accompanying
#23:19187,Eating
#23:19447,Cycling
#23:19447,Thinking
#24:19345,Accompanying
#24:19345,Cycling
#22:19191,Accompanying
#22:19191,Talking
#22:19191,Walking
#23:19129,Walking
#23:19129,Accompanying
#25:19081,Accompanying
#25:19081,Talking
#25:19020,Other
#23:19066,Cycling
#24:19031,Accompanying
#24:19031,Talking
#24:19031,Cycling
#25:19014,Cycling
#25:19014,Other
#25:19072,Accompanying
#22:19148,Walking
#24:19063,Thinking
#24:19063,Talking
#25:18992,Cycling
#22:19119,Cycling
#23:19118,Talking
#23:19118,Accompanying
#25:19003,Cycling
#23:19282,Walking
#23:19282,Thinking
#22:19124,PersonalCare
#22:19124,Cycling
#22:19124,Accompanying
#25:19372,Accompanying
#23:19125,Accompanying
#23:19125,Talking
#23:19140,Listening
#23:19140,Talking
#24:19058,Accompanying
#24:19058,Talking
#24:19058,Cycling
#23:19342,Cycling
#23:19342,Thinking
#24:19071,Accompanying
#24:19071,Talking
#24:20120,Thinking
#22:19194,Accompanying
#22:19194,Talking
#22:19200,Talking
#22:19200,Accompanying
#25:19036,Cycling
#24:19093,Talking
#22:19166,Walking
#22:19166,Talking
#23:19343,Cycling
#23:19343,Thinking
#23:19343,Accompanying
#23:19162,Accompanying
#23:19162,Talking
#22:19158,Cycling
#24:19112,Accompanying
#24:19255,Thinking
#24:19255,Listening
#24:19115,Accompanying
#24:19115,Talking
#24:19097,Cycling
#24:19097,PersonalCare
#24:19362,Cycling
#24:19362,Cycling
#24:19362,Accompanying
#25:19213,Thinking
#25:19358,Cycling
#25:19358,Thinking
#23:19448,Walking
#23:19448,Thinking
#23:19163,Cycling
#23:19163,Accompanying
#23:19163,Thinking
#25:19126,Relaxing
#25:19126,Talking
#22:19315,Cycling
#22:19315,Accompanying
#22:19315,Talking
#24:19185,Accompanying
#24:19185,Talking
#24:19185,Cycling
#22:19753,Accompanying
#22:19753,Walking
#22:19436,Cycling
#22:19436,Talking
#22:19436,Accompanying
#22:19436,Eating
#24:19241,Cycling
#24:19241,Accompanying
#24:19241,Talking
#24:19162,Cycling
#25:19254,Accompanying
#25:19254,Thinking
#25:19254,Listening
#25:19254,Talking
#22:19228,Talking
#22:19228,Accompanying
